,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossBeforeTax,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_DistributionCosts,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromRoyalties,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[063160],,,,,,,,,,,,,,,,,,,,,,,,,,,"3,438,347,117",,,"38,210,941",8,,,,,,,,,"3,289,236,306",,,,,,,,,,,,,,,,,,,,,,,,,570,,,"20,239,165,123",,,,,,,,"828,374,335","1,143,649,086",,"6,727,583,423","868,885,579",,,"2,922,947,222","3,791,832,801",,,,"26,966,748,546",,,,,,
[001630],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,240,805,982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,,,"1,263,311,018",,,,,,,,,,,,"515,010,899",,,"2,075,740,108","2,590,751,007",,,,"3,504,117,000",,,,,,
[044380],,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,741,004,355",,,"1,307,021","158,456,120",,,,,,,,,"3,007,267,616",,,,,,,,,,,,,,"649,265",,,,,,,,,,,-72,,,"9,136,421,684",,-72,,,,,,"12,921,625","93,485,375",,"266,263,261",0,,,"-2,816,940,439","-2,816,940,439",,,,"9,402,684,945",,,,,,
[035000],"1,500,000","184,846,252",,"59,367,251","17,794,679",,,,"119,918,248",0,,"265,389,775","41,878,200",,0,"7,280,400",,"2,916,200","61,873","203,410,945","6,106,900","6,291",,"2,000","280,939","690,018","14,842,281",,,"7,561,339","6,805,209",,"156,682,613","33,157,000","85,403,700","15,362,836","1,836,436,434","7,158,005","9,764,522","3,522,342,111","26,583,916","44,357,536","74,870,820","24,006,786",,,,,,,,"-43,800",,"4,649,858,840",,,,,,,,,"514,811,024",,9,,,"1,112,674,448",,9,,,,,,"61,873","203,367,145",,"3,537,184,392","50,768,387",,,"168,135,296","218,903,683",,,,,,,,,,
[002780],,,,,,,,,,,,,,,,,,,,,,,,,,,"8,213,057,494",,,"6,041,344,964","7,365,002,375",,,,,,,,,"6,328,010,355",,,,,,,,,,,,,,,,,,,,,,,,,38,,,"157,325,044,821",,38,,,,,,"538,561,830","178,411,320",,"14,541,067,849","674,439,230",,,"5,854,810,343","6,529,249,573",,,,"171,866,112,670",,,,,,
[030200],,,,,,,,,,,,,,,,,,,,,,,,,,,"278,036,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"762,000,000","272,475,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"-54,671,000,000",,,"186,609,000,000",,,,,,,,,,,
[058860],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,164,711,441",,,"551,645,064","67,574,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,"106,772,279,643",,62,,,,,,"39,092","69,397,948",,,"597,991,064",,,"2,120,150,136","2,718,141,200",,,,"108,936,991,084",,,,,,
[053210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[024880],,,,,,,,,,,,,,,,,,,,,,,,,,,"7,568,126,176",,,"1,896,037,826","393,848,578",,,,,,,,,"5,930,199,589",,,,,,,,,,,,,,,,,,,,,,,,,367,,,"56,854,569,247",,367,,,,,,"4,949,591,248","2,880,941,752",,"13,498,325,765","1,645,365,431",,,"5,356,300,497","7,001,665,928",,,,"70,352,895,012",,,,,,
[052400],,,,,,,,,,,,,,,,,,,,,,,,,,,"7,161,311,148",,,"4,068,345,547","784,249,130",,,,,,,,,"7,510,036,586",,,,,,,,,,,,,,,,,,,,,,,,,573,,,"30,165,728,143",,573,,,,,,"1,928,992,290","2,455,925,534",,"14,671,347,734","2,125,948,963",,,"8,846,391,846","10,972,340,809",,,,"44,837,075,877",,,,,,
[005420],,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,061,743,941",,,,,,,,,,,,,"3,655,146,826",,,,,,,,,,,,,,"15,257,339",,,,,,,,,,,-547,-547,,"32,763,023,704",,-547,-547,,,,,"3,723,746,335","495,531,035",,"-406,597,115",,,,"-7,274,701,902","-7,274,701,902","-7,274,701,902",,,"32,356,426,589",,,,,,
[066310],,,,,,,,,,,,,,,,,,,,,,,,,,,"454,513,166",,,"598,697,664","535,741,073",,,,,,,,,"958,549,597",,,,,,,,,,,,,,,,,,,,,,,,,80,,,"4,483,576,586",,,,,,,,"2,213,778","235,572,216",,"1,413,062,763","93,203,435",,,"657,624,760","750,828,195",,,,"5,896,639,349",,,,,,
[045520],,,,,,,,,,,,,,,,,,,"136,272,233","45,546,317",,,,,,,"1,245,689,755",,,"47,223,045","151,669",,,,,,,,,"2,062,155,586",,,,,,,,,,,"311,738,178","1,288,000",,,,,,,,,,,,,156,,,"10,906,817,301",,156,,,,,,"685,622,709","471,528,140",,"3,307,845,341","80,283,528",,,"998,383,034","1,078,666,562",,,,"14,214,662,642",,,,,,
[219130],,,,,,,,,,,,,,,,,,,,,,,,,,,"574,441,862",,,"5,499,024","9,487,594",,,,,,,,,"585,377,326",,,,,,,,,,,,,,,,,,,,,,,,,100,,,"5,134,218,932",,95,,,,,,"201,901,140","187,866,388",,"1,159,819,188","141,297,114",,,"415,121,426","556,418,540",,,,"6,294,038,120",,,,,,
[009410],,,,,,,,,,,,,,,,,,,,,,,,,,,"-221,443,382",,,"5,745,923,035","4,827,323,371",,,,,,,,,"14,157,472,843",,,,,,,,,,,,,,,,,,,,,,,,,4,,,"227,809,375,256",,4,,,,,,"4,762,709,312","4,973,151,658",,"13,936,029,461","578,846,147",,,"328,752,481","907,598,628",,,,"241,745,404,717",,,,,,
[131290],,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,199,980,016",,,"358,422,892","4,651,279",,,,,,,,,"3,072,213,779",,,,,,,,,,,,,,,,,,,,,,,,,27,,,"15,467,665,346",,22,,,,,,"470,870,653","1,567,328,510",,"1,872,233,763","-29,646,445",,,"220,603,009","250,249,454",,,,"17,339,899,109",,,,,,
[062860],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,641,555,657",,,"138,276,614","780,265,180",,,,,,,,,"4,343,601,075",,,,,,,,,,,,,,,,,,,,,,,,,187,,,"17,249,079,001",,187,,,,,,,"76,677,769",,"6,985,156,732","-306,053,676",,,"1,770,191,184","2,076,244,860",,,,"24,234,235,733",,,,,,
[106240],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,69,,,,,64,,,,,,,,,,,,,"2,241,034,362",,,,,,,,,,,
[091700],,,,,,,,,,,,,,,,,,,,,,,,,,,"13,450,188,071",,,"8,631,008,307","7,941,348,688",,,,,,,,,"5,913,239,684",,,,,,,,,,,,,,"7,231,626,979",,,,,,,,,,,210,,,"186,120,219,212",,,,,,,,"142,110,307","28,419,362",,"26,595,054,734","2,998,024,101",,,"11,028,132,644","14,026,156,745",,,,"212,715,273,946",,,,,,
[043090],,,,,,,,,,,,,,,,,,,,,,,,,,,"-859,878,692",,,,,,,,,,,,,"1,517,347,383",,,,,,,,,,,,,,"330,208,376",,,,,,,,,,,-52,-52,,"4,000,088,461",,,,,,,,,"11,834,868",,"657,468,691",,,,"-1,020,222,339","-1,020,222,339","-1,020,222,339",,,"4,657,557,152",,,,,,
[016800],,,,,,,,,,,,,,,,,,,,,,,,,,,"5,427,459,801",,,"2,809,144,606","810,445,944",,,,,,,,,"9,609,126,313",,,,,,,,,,,,,,,,,,,,,,,,,860,,,"42,714,293,175",,,,,,,,"28,903,085","3,157,548,854",,"15,036,586,114","2,447,524,574",,,"8,195,671,062","10,643,195,636",,,,"57,750,879,289",,,,,,
[043370],,,,,,,,"137,514,901,317",,,,,,,,,,,,,,,,,,,"-1,935,667,637",,,"5,790,933,433","865,402,191",,,,,,,,,"11,404,871,651",,,,,,,,,,,,,,,,,,,,,,,,,233,,,"137,514,901,317",,,,,,,,"1,398,653,055","4,517,545,228",,"9,469,204,014","1,215,113,792",,,"4,893,641,986","6,108,755,778",,,,"146,984,105,331",,,,,"146,984,105,331",
[075130],,,,,,,,,,,,,,,,,,,,,,,,,,,"-196,262,193",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-3,,,,"429,971,397",-3,,,,,"1,597,167,684",0,"158,601,086",,,"27,216,899",,,"-23,939,706","3,277,193",,,,"3,256,083,623",,,,,,
[032580],,,,,,,,,,,,,,,,,,,,,,,,,,,"-101,245,263",,,"471,792,379","266,618,177",,,,,,,,,"2,765,442,346",,,,,,,,,,,,,,,,,,,,,,,,,4,,,"15,705,083,730",,4,,,,,,"102,514,400","77,976,290",,"2,664,197,083","695,471",,,"78,695,358","79,390,829",,,,"18,369,280,813",,,,,,
[013030],,,,,,,,,,,,,,,,,,,,,,,,,,,"9,344,992,275",,,"2,538,814,497","232,747,018",,,,,,,,,"5,505,789,889",,,,,,,,,,,,,,,,,,,,,,,,,698,,,"29,011,451,900",,,,,,,,"94,793,292","837,789,243",,"14,850,782,164","2,898,790,921",,,"9,495,264,784","12,394,055,705","9,495,264,784",,,"43,862,234,064",,,,,,
[002960],,,,,,,,,,,,,,,,,,,,,,,,,,,"9,642,596,270",,,"1,218,594,782","1,036,686,319",,,,,,,,,"9,878,910,865",,,,,,,,,,,,,,,,,,,,,,,,,"5,923",,,"36,291,263,886",,"5,923",,,,,,,"175,374,797",,"19,521,507,135","2,299,972,290",,,"7,699,907,240","9,999,879,530",,,,"55,812,771,021",,,,,,
[017890],,,,"535,217,376","12,506,821",,"899,716,847","39,211,321,871","174,485,207",,"1,890,000","128,722,012","33,075,328","848,671,853",,,"30,968,763","1,018,208","83,277,888","51,246,563",,,,"15,177,654","54,999,238","3,064,550","3,034,520,988","6,699,200",,"256,910,626","93,338,310",,"69,500,710","2,558,400",,"114,752,519","858,011,059","21,916,899","57,623,131","3,211,637,845","5,336,209","16,217,271","12,741,272","20,872,767","11,206,106",,,,,,"211,846,356","68,108,020",,,,,,"-8,000,000",,,,,"9,034,200",,122,,,"40,111,038,718",,122,,,,,,"815,031,596","838,062,817",,"6,246,158,833","709,377,634",,,"2,511,746,891","3,221,124,525","2,511,746,891",,,"46,357,197,551",,,"1,719,009,188",,"44,638,188,363",
[023350],,,,,,,,,,,,,,,,,,,,,,,,,,,"153,987,548",,,"880,552,533","151,021,025",,,,,,,,,"3,854,870,731",,,,,,,,,,,,,,,,,,,,,,,,,-201,,,"51,780,745,205",,-201,,,,,,"438,827,530","-67,411,445",,"4,008,858,279","2,574,436,429",,,"-2,197,156,348","377,280,081",,,,"55,789,603,484",,,,,,
[104700],,,,,,,,,,,,,,,,,,,,,,,,,,,"18,776,737,725",,,"1,623,505,014","49,134,571",,,,,,,,,"10,004,190,424",,,,,,,,,,,,,,,,,,,,,,,,,"1,726",,,"147,129,848,736",,,,,,,,"1,385,960,740","1,356,356,935",,"28,780,928,149","4,429,191,898",,,"15,893,151,110","20,322,343,008",,,,"175,910,776,885",,,,,,"838,645"
[007280],,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,736,848,681",,,"58,058,222","1,084,000",,,,,,,,,"3,515,276,286",,,,,,,,,,,,,,,,,,,,,,,,,"-1,009",,,"61,160,534,279",,,,,,,,"4,910,858,132","-17,955,312",,"-2,221,572,395","520,731,519",,,"-10,088,700,458","-10,609,431,977",,,,"58,938,961,884",,,,,,"-744,074"
[002390],,,,,,,,,,,,,,,,,,,,,,,,,,,"857,954,120",,,"3,587,941,929","1,401,857,302",,,,,,,,,"29,309,102,219",,,,,,,,,,,,,,,,,,,,,,,,,149,,,"61,282,630,099",,149,,,,,,"660,785,847","11,306,932",,"30,167,056,339","541,406,103",,,"1,853,153,729","2,394,559,832",,,,"91,449,686,438",,,,,,
[099660],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,201,149,262",,,"1,109,830,366","1,093,191,189",,,,,,,,,"3,975,877,765",,,,,,,,,,,,,,,,,,,,,,,,,8,,,"19,855,584,890",,,,,,,,"1,893,932,713","9,546,151",,"6,177,027,027","61,982,211",,,"271,419,666","333,401,877",,,,"26,032,611,917",,,,,,
[018880],,,,,,,,,,,,,,,,,,,,,,,,,,,"9,116,691,029",,,,,,,,,,,,,"35,147,509,889",,,,,,,,,,,,,,"21,494,160,180",,,,,,,,,,,67,,,"479,937,679,445",,,,,,,,,,,"44,264,200,918","7,053,284,757",,,"35,865,568,733","42,918,853,490",,,,"524,201,880,363",,,,,,
[024740],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,390,066,248",,,"2,026,983,044","881,319,643",,,,,,,,,"2,155,107,292",,,,,,,,,,,,,,,,,,,,,,,,,111,,,"30,515,093,188",,111,,,,,,"692,931,593","27,917,369",,"3,545,173,540","443,818,424",,,"1,426,897,001","1,870,715,425",,,,"34,060,266,728",,,,,,
[003300],,,,,,,,,,,,,,,,,,,,,,,,,,,"38,293,008,454",,,"1,810,462,724","221,648,164",,,,,,,,,"30,071,982,254",,,,,,,,,,,,,,,,,,,,,,,"8,409,758,107",,"4,234",,,"201,459,503,525",,"4,234",,,,,,"2,862,430,232","1,705,015,906",,"68,364,990,708","9,355,473,011",,,"29,368,935,677","38,724,408,688",,,,"269,824,494,233",,,,,,
[130660],,,,,,,,,,,,,,,,,,,,,,,,,,,"8,975,676,221",,,"25,950,494","1,788,427,924",,,,,,,,,"3,386,195,019",,,,,,,,,,,,,,173,,,,,,,,,,,,,,"64,669,170,734",,,,,,,,"204,975,237","897,647,200",,"12,361,871,240","2,256,754,985",,,"5,649,115,769","7,905,870,754",,,,"77,031,041,974",,,,,,
[097230],,,,,,,,,,,,,,,,,,,,,,,,,,,"43,271,000,000",,,,,,,,,,,,,"62,290,000,000",,,,,,,,,,,,,,"-23,170,000,000",,,,,,,,,,,-168,,,"501,845,000,000",,-168,,,,,,,"31,425,000,000",,"105,561,000,000","3,897,000,000",,,"-17,231,000,000","-13,334,000,000",,,,"607,406,000,000",,,,,,
[003480],,,,,,,,,,,,,,,,,,,,,,,,,,,"915,000,000",,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,"927,000,000",,,,,,,,,,,8,,,,,8,,,,,,"774,000,000","110,000,000",,,"56,000,000",,,"196,000,000","252,000,000",,,,,,,,,,
[015540],,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,516,158,962",,,,,,,,,,,,,"1,546,901,434",,,,,,,,,,,,"308,957,455",,"44,546,149",,,,,,,,,,,,-61,,"3,156,299,598",,,-61,,,,,,"-220,232,710",,"30,742,472",,,,"-1,759,879,321","-1,759,879,321","-1,759,879,321",,,"3,187,042,070",,,,,,
[008800],,,,,,,,,,,,,,,,,,,,,,,,,,,"-162,614,855",,,"275,898,662","1,707,251",,,,,,,,,"1,540,716,022",,,,,,,,,,,,,,0,,,,,,,,,,,-2,,,"8,446,727,840",,,,,,,,"449,167,305","122,844,020",,"1,378,101,167",0,,,"-216,490,023","-216,490,023","-216,490,023",,,"9,824,829,007",,,,,,
[089470],,,,,,,"3,534,208,926","157,464,057,610",,,,,,,,,,,,,,,,,,,"9,857,760,416",,,"1,915,648,770","4,184,194",,,,,,,,,"7,929,457,508",,,,,,,,,,,,,,,,,,,,,,,,,274,,,"160,998,266,536",,274,,,,,,"3,911,920,400","3,423,104,825",,"17,787,217,924","2,538,092,119",,,"8,742,317,298","11,280,409,417",,,,"178,785,484,460",,,"3,900,328,490",,"174,885,155,970",
[086280],,,,,,,,,,,,,,,,,,,,,,,,,,,"120,370,223,411",,,"131,708,517,455","235,855,036,620",,,,,,,,,"92,374,411,396",,,,,,,,,,,,,,,,,,,,,,,,,-554,,,"2,894,098,426,941",,,,,,,,"14,500,771,178","15,274,723,260",,"212,744,634,807","37,782,660,557",,,"-20,785,004,229","16,997,656,328",,,,"3,106,843,061,748",,,,,,
[012330],,,,,,,,,,,,,,,,,,,,,,,,,,,"458,261,000,000",,,,,,,,,,,,,"397,954,000,000",,,,,,,,,,,,,,,,,,,,"55,306,000,000",,,,,"4,824",,,"3,643,056,000,000",,,,,,,,,,,"856,215,000,000",,,,"460,890,000,000","516,196,000,000",,,,"4,499,271,000,000",,,,,,
[069960],,,,,,,,,,,,,,,,,,,,,,,,,,,"46,789,659,000",,,"8,014,085,000","18,077,875,000",,,,,,,,,"190,637,230,000",,,,,,,,,,,,,,,,,,,,,,,,,"1,207",,,"52,256,325,000",,"1,207",,,,,,"845,429,000","558,343,000",,"237,426,889,000","8,919,189,000",,,"27,519,594,000","36,438,783,000",,,,"289,683,214,000",,,,,,
[012630],,,,,,"435,925,793,725",,"240,087,132,288",,,,,,,,,,,,,,,,,,,"66,569,943,085",,"24,922,979,377","2,267,714,417","2,383,341,603",,,,,,,,,"37,389,696,629",,,,,,,,,,,,,,,,,,,,,,,,,707,,,"700,935,905,390",,707,,,,,,"6,507,506,558","9,360,733,370",,"103,959,639,714","17,263,970,360",,"28,627,300,365","52,043,572,351","69,307,542,711",,,,"804,895,545,104","476,660,968,121",,,,"299,607,276,618",
[227840],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[005380],,,,,,,,,,,,,,,,,,,,,,,,,,,"818,612,000,000",,,"293,513,000,000","174,985,000,000",,,,,,,,,"1,670,542,000,000",,,,,,,"4,068",,"4,068",,,,,"1,090,874,000,000",,,,,,,,,,,,,,"7,571,699,000,000",,,,,,,,"121,701,000,000","266,967,000,000",,"2,489,154,000,000","267,490,000,000","275,958,000,000",,,"1,358,364,000,000",,,,"10,060,853,000,000",,,,,,
[011760],,,,,,,,,,,,,,,,,,,,,,,,,,,"5,303,167,155",,,"31,487,382,935","35,375,342,410",,,,,,,,,"15,112,340,230",,,,,,,,,,,,,,,,,,,,,,,,,,256,104,"880,370,189,528",,,,,,,,"6,624,653,778","9,104,701,168",,"20,415,507,385","906,606,188",,,"8,048,253,532","6,629,547,884","5,722,941,696","2,325,311,836",,"900,785,696,913",,,,,,"2,734,292,814"
[008770],,,,,,,,,,,,,,,,,,,,,,,,,,,"17,131,919,030",,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,864,931,049",,,,,,"-2,571,111,538",,,,,195,,,,,208,,,,,"40,974,265,002",,,,,,,,"7,695,876,443","10,266,987,981",,,"337,285,928,661","604,759,799,371",,,,,,
[064240],,,,,,,,,,,,,,,,,,,"27,330,780","95,584,384",,,,,,,"1,002,337,790",,,"209,858,616","608,087,353",,,,,,,,,"6,616,922,912",,,,,,,,,,,,0,,"678,542,994",,,,,,,,,,,38,,,"17,064,896,318",,38,,,,,,"1,132,790,656","2,066,395,074",,"8,297,803,696","338,296,964",,,"64,047,326","1,537,713,471",,,,"25,362,700,014",,,,,,
[006060],,,,,,,,,,,,,,,,,,,,,,,,,,,"5,329,259,928",,,,,,,,,,,,,"3,724,132,447",,,,,,,,,,,,,,"2,065,183,340",,,,,,,,,,,105,,,"143,304,745,424",,,,,,,,,,,"9,053,392,375","-1,631,864,411",,,"5,789,739,723","7,421,604,134",,,,"152,358,137,799",,,,,,
[010660],,,,,,,,,,,,,,,,,,,,,,,,,,,"-91,961,189",,,"626,796,708","49,393,013",,,,,,,,,"4,851,576,812",,,,,,,,,,,,,,,,,,,,,,,,,267,,,"43,541,461,938",,,,,,,,"1,038,434","186,452,019",,"4,759,615,623","142,901,739",,,"527,954,352","670,856,091",,,,"48,301,077,561",,,,,,
[050090],,,,,,,,,,,,,,,,,,,,,,,,,,,"751,807,189",,,"96,903,600","11,915,635",,,,,,,,,"512,693,590",,,,,,,,,,,,,,"-265,150,048",,,,,,,,,,,,16,0,"4,627,443,136",,,16,0,,,,"471,061,825","34,977,416",,"1,264,500,779",0,,,"886,784,178","886,784,178","886,784,178",0,,"5,891,943,915",,,,,,
