일자,시가,고가,저가,종가,거래량
2021-09-29,"3,055.50","3,069.04","3,030.60","3,060.27","821,557,000"
2021-09-30,"3,054.87","3,079.43","3,046.43","3,068.82","885,818,000"
2021-10-01,"3,056.21","3,062.60","3,015.01","3,019.18","855,481,000"
2021-10-05,"2,998.17","2,998.17","2,940.59","2,962.17","840,557,000"
2021-10-06,"2,986.06","2,993.47","2,908.30","2,908.31","901,721,000"
2021-10-07,"2,936.87","2,961.53","2,927.60","2,959.46","595,381,000"
2021-10-08,"2,977.82","2,978.08","2,949.01","2,956.30","668,946,000"
2021-10-12,"2,950.22","2,950.94","2,901.51","2,916.38","660,180,000"
2021-10-13,"2,913.34","2,953.33","2,909.47","2,944.41","752,132,000"
2021-10-14,"2,968.87","2,988.97","2,962.33","2,988.64","617,170,000"
2021-10-15,"3,012.62","3,021.90","2,999.33","3,015.06","857,797,000"
