,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[019680],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,683,021,476",,,"10,822,200,461","3,905,834,753",,,,,,,,,"30,705,491,133",,,,,,,,121,,,,120,,,,,,"-13,318,425",,,,,,,,,,,,,,,,,,"160,448,239,181",,,,,,,"247,659,294","838,300,534",,"40,388,512,609","5,642,994,244",,"11,533,715,755",,"416,568,532","11,117,147,223","17,176,709,999",,,,"200,836,751,790",,,,,
[006370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-994,873,928",,,"160,558,469","323,246,145",,,,,,,,,,,,,,,,,,,,,,,,,,,"39,839,542,254",,,,,,,,,,,,,,,-102,,,,,-102,,,,,"559,494,412","1,346,234,980",,,"-169,979,330",,"-200,841,706",,"583,313,715","-784,155,421","-370,821,036",,,,,,,,,
[000210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,063,677,246",,,"55,032,943,470","78,538,943,230",,,,,,,,,"129,565,038,187",,,,,,,,,,,,,,"1,853",,,,,,,,,,,,,,,,,,,"1,840",,,"2,205,036,939,736",,"1,840",,,,,"19,755,678,648","25,770,666,445",,"192,628,715,433","32,608,564,428",,"73,729,122,042",,"2,642,621,863","71,086,500,179","106,337,686,470",,,,"2,397,665,655,169",,,,,"60,765,021,187"
[078140],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,559,575,273",,,"56,834,524","15,337,950",,,,,,,,,"1,609,770,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,"11,485,115,237",,193,,,,,"3,371,917","36,708,779",,"4,169,345,281","529,312,351",,"2,238,389,573",,"100,589,163","2,137,800,410","2,767,701,924",,,,"15,654,460,518",,,,,"133,293,215"
[005620],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,341,370,164",,,"3,597,140,553","457,579,964",,,,,,,,,"36,393,708,274",,,,,,,,,,,,,,"-4,872",,,,"1,636,928,794",,,,"-8,701,531,148",,,,,,,,,,,,"-9,614","-4,872","215,138,109,091",,,,,,,"19,946,890,855","894,988,692",,"32,052,338,110","571,111,490",,"-28,911,785,754",,,,"-18,616,782,944","-19,187,894,434","-9,723,891,320",,"247,190,447,201",,,,,
[045390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"924,673,296",,,"90,430,869","8,234,635",,,,,,,,,"3,207,756,263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,"12,903,743,524",,13,,,,,"379,589","140,446,434",,"4,132,429,559","107,595,957",,"1,039,340,418",,,"1,039,340,418","1,146,936,375",,,,"17,036,173,083",,,,,
[047040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,258,318,530",,,"80,973,362,500","84,758,160,991",,,,,,,,,"91,524,529,581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,"2,381,792,266,445",,193,,,,,"23,968,526,029","5,450,997,134",,"195,782,848,111","-1,428,690,161",,"78,082,850,550",,"-1,428,931,637","79,511,782,187","76,654,160,389",,,,"2,577,575,114,556",,,,,"-5,301,830,755"
[042660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-582,083,869,911",,,"31,132,842,191","114,954,494,084",,,,,,,,,"38,685,802,558",,,,,,,,,,,,,,"-2,308",,,,"204,717,470,702",,,,,,,,,,,,,,"51,736,972,376",,,,"4,432,564,238,561",,,,,,,"24,155,853,434","3,404,070,762",,"-472,042,048,418","-220,869,260,998",,"-430,757,370,984",,"5,473,161,085","-436,230,532,069","-651,712,686,557","-430,843,425,559","86,054,575",,"3,960,522,190,143",,,,,
[000430],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,752,370,242",,,,,,,,,,,,,"18,919,987,444",,,,,,,,,,,,,,,,,,"186,692,529",,,,,,,,,,,,,,,105,,,"224,340,884,648",,,,,,,,,,"34,672,357,686","5,796,537,143",,"8,553,718,357",,"2,061,267,665","6,492,450,692","14,350,255,500",,,,"259,013,242,334",,,,,
[005710],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,391,128,914",,,"2,906,805,985","48,730,487",,,,,,,,,"6,446,082,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,"186,692,138,092",,299,,,,,"87,873,154","681,944,850",,"10,837,211,411","1,649,824,726",,"5,442,822,269",,,,"7,092,646,995",,,,"197,529,349,503",,,,,"-750,629,113"
[100130],,,,,,"16,167,044,545",,,"53,780,919,654",,,,,,,,,,,,,,,,,,,,,,,"6,212,220,278",,"265,831,320","1,896,889,850","2,160,355,064",,,,,,,,,"1,814,237,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,"70,213,795,519",,97,,,,,"13,078,628","414,244,401",,"8,026,457,538","1,574,236,520","268,831,320","5,397,098,280",,,"5,397,098,280","6,971,334,800",,,,"78,240,253,057","16,622,519,413",,,"61,348,902,324","621,413,963"
[005160],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,953,550,689",,,"3,235,909,296","3,357,429,294",,,,,,,,,"9,034,504,705",,,,,,,,,,,,,,,,,,"-267,826,020",,,,,,,,,"2,750,709,140",,,,,,129,,,,,129,,,,,,"647,149,301",,"22,988,055,394","3,517,630,069",,,,,,"12,649,306,409","8,863,850,320",,,,,,,,
[001230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,939,263,000",,,,,,,,,,,,,"88,305,921,000",,,,,,,,,,,,,,,,,,"41,846,015,000",,,,,,,,,,,,,,,"1,651",,,"1,350,188,698,000",,"1,650",,,,,,,,"142,245,184,000","56,664,478,000",,"156,775,304,000",,"2,589,086,000","154,186,218,000","213,439,782,000",,,,"1,492,433,882,000",,,,,
[000990],"85,850,009","2,739,538,551",,"1,622,541,054","60,259,214",,,"100,007,663,794",,"235,086,192",,,"1,031,016,236","320,710,884","190,575,166","727,826,907","967,073,660",,,"153,964,450","34,315,218","11,470,970,626","336,907,318",,,"73,153,063","1,114,712,915",,"11,706,857","484,829,186","116,746,029","27,698,942,278","10,610,428,583",,"2,555,640,539","7,895,414,647",,"518,194,444","61,877,464","531,046,531","27,503,564","5,210,356,908","61,507,768","288,194,771","23,639,289,840","105,025,164","217,665,129",,"48,813,481",,,,,,,,,,549,,,,"5,456,158,056",,,,,,,,,,,,,,,603,,,"100,007,663,794",,,,,,,"15,931,065,194","546,646,726",,"51,338,232,118","-12,918,033,498","4,241,666,838","25,295,340,880",,,"25,295,340,880","12,377,307,382","25,295,340,880",,,"151,345,895,912",,,"147,104,229,074",,"1,349,723,490"
[001520],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,706,595,632",,,"837,975,542","1,258,969,355",,,,,,,,,"6,384,965,389",,,,,,,,,,,,,,-114,,,,,,,,,,,,,,,,,,,,,,"80,521,112,982",,,,,,,"7,587,805,154","7,158,495,289",,"25,091,561,021","4,707,009,403",,"-13,830,493,470",,"-7,589,714,888","-6,240,778,582","17,850,248,323","13,143,238,920","-26,973,732,390",,"105,612,674,003",,,,,"-6,043,631"
[084670],,,,,,,,"24,892,998,323",,,,,,,,,,,,,,,,,,,,,,,,"4,290,943,315",,"626,154,344","6,384,696,775","87,848,354",,,,,,,,,"2,214,707,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,116",,,"25,519,152,667",,"3,116",,,,,"743,760,687","228,122,208",,"6,505,650,654","1,813,201,241","1,045,030,706","8,258,952,016",,"-2,887,641","8,261,839,657","10,072,153,257","8,258,952,016",,,"32,024,803,321",,,"30,979,772,615",,
[030790],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,239,913,880",,,"2,095,346,126","4,626,860,878",,,,,,,,,"3,917,000,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-160,,,"29,951,787,789",,-155,,,,,"1,400,356,539","266,058,692",,"1,677,086,128","-879,362,673",,"-5,026,363,806",,"-10,204,855","-5,016,158,951","-5,905,726,479",,,,"31,628,873,917",,,,,
[001530],,,,,,,,,,,"306,784,822",,,,,,,,,,,"1,890,832,455","135,395,083",,,,,,,,,"7,814,385,724",,,"1,169,356,997","365,430,670",,,,,,,,,"45,644,792,139",,,,,,,,,,,,,,,"1,001,860",0,,,,,,,,,,,,,,,,,213,,,"154,119,653,497",,,,,,,"4,867,401,143","1,837,775,873",,"53,459,177,863","2,059,890,739",,,,"3,120,628,576","343,506,442","5,524,025,757",,,,"207,578,831,360",,,,,"-64,661,024"
[000150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229,955,875,409",,,"73,812,305,306","56,139,731,628",,,,,,,,,"499,707,741,215",,,,,,,"1,528",361,"1,167",,"1,528",361,"1,167",,,,,,,,,,,,,,,,,,,,"1,518",,,"3,584,467,195,669",,"1,518",,,,,"489,241,988,713","284,730,654,413",,"729,663,616,624","70,296,157,035",,"20,883,218,938",,"-9,991,431,097","30,874,650,035","39,374,202,952","-30,921,954,083","51,805,173,021",,"4,314,130,812,293",,,,,"-3,742,911,835"
[011160],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,675,137,683",,,"14,564,056,626","8,668,437,535",,,,,,,,,"29,396,345,699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-766,-617,-149,"259,331,541,695",,-766,-617,-149,,,"42,727,277,738","4,588,371,515",,"31,071,483,382","-283,158,053",,"-43,731,085,957",,,"-43,731,085,957","-35,493,997,756","-35,210,839,703","-8,520,246,254",,"290,403,025,077",,,,,"-4,925,848,307"
[082740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,607,205,967",,,"2,696,467,665","3,696,909,299",,,,,,,,,"9,951,082,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,"161,851,251,938",,21,,,,,"24,595,570,451","18,237,070,837",,"3,343,876,739","-3,504,668,248",,"1,485,438,708",,,,"-2,019,229,540","1,485,438,708",,,"165,195,128,677",,,,,"11,946,917,675"
[042670],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76,461,360,364",,,"44,008,000,108","28,327,726,691",,,,,,,,,"280,976,101,745",,,,,,,,,,,,,,,,,,-188,,,,,,,,,,,,,,,,,,"1,264,829,597,144",,,,,,,"125,154,043,854","40,003,235,964",,"357,437,462,109","35,668,113,853",,,,,,"5,173,346,977","-30,494,766,876",,,"1,622,267,059,253",,,,,"-1,817,478,914"
[034020],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,074,525,732",,,"62,838,978,494","51,239,585,018",,,,,,,,,"459,312,728,737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-207,-283,76,"3,110,016,529,852",,-207,-283,76,,,"462,071,508,451","278,083,342,161",,"625,387,254,469","43,670,509,221",,"-25,010,969,315",,"-7,581,112,059","-17,429,857,256","-12,563,765,695","-56,234,274,916","31,223,305,601",,"3,735,403,784,321",,,,,"-6,249,518,613"
[003160],,,,,,,,,,,,,,,,,,,,,,"318,162,672","287,308,295",,,,,,,,,"1,841,925,190",,,"35,990,626","620,219,230",,,,,,,,,"5,120,698,723",,,,,,,,,,,,,,,"793,323","8,485,697",,"1,013,844,756",,,,,,,,,,,,,,,34,34,,"21,477,254,946",,34,34,,,,"389,636,687","481,189,203",,"7,976,468,669","390,405,421",,"1,061,404,894",,"82,227,099","979,177,795","1,451,810,315","1,061,404,894",,,"29,453,723,615",,,,,"102,561,213"
[101000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,829,555,517",,,"780,695,603","909,756,397",,,,,,,,,"2,158,801,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,"24,211,641,346",,141,,,,,"514,729,232","8,647,350",,"4,988,357,137","146,999,015",,"2,047,413,826",,"248,135,977","1,799,277,849","2,194,412,841",,,,"29,199,998,483",,,,,
[108860],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-817,484,291",,,"394,826,496","40,801,031",,,,,,,,,"7,428,436,879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,,,,,-51,,,,,"582,568,237","207,527,941",,"6,610,952,588","183,945,937",,"-1,022,445,059",,"111,562,543","-1,134,007,602","-838,499,122",,,,,,,,,
[171010],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86,340,643",,,"157,201,614","37,835,056",,,,,,,,,"918,276,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,,,"5,787,527,624",,,,,,,"368,847,834","46,690,264",,"1,004,616,895","-37,217,917",,"-79,232,452",,0,"-79,232,452","-116,450,369",,,,"6,792,144,519",,,,,
[131100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,085,611,341",,,"122,126,553","81,102,486",,,,,,,,,"2,740,485,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-301,,,"14,662,887,623",,-301,,,,,"708,217,500","33,421,226",,"-345,125,857","-200,013,068",,"-3,519,370,480",,,,"-3,719,383,548","-3,519,370,480",,,"14,317,761,766",,,,,
[005990],,,,,,,,,,,,,,,,,,,,,,"1,316,132,801","636,158,152",,,,,,,,,"3,569,781,726",,,"2,025,709,403","2,354,772,524",,,,,,,,,"122,949,434,506",,,,,,,,,,,,,,,"44,999,137","63,458,455",,"124,534,768",,,,,,,,,,,,,,,209,,,"245,003,744,392",,187,,,,,"1,445,126,397","870,311,607",,"126,519,216,232","960,654,807",,"2,005,518,376",,"-632,077,389","2,637,595,765","2,966,173,183",,,,"371,522,960,624",,,,,
[067280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,200,267,674","1,080,638,838",,,,"76,461,107",482,,,,,,,,,,,,,"22,405,292,661",,,,,,,,,,"12,714,533,625",,,"2,932,381,022",,,,,,,,"35,119,826,286",,,,,
[041920],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,735,000,289",,,"235,178,178","130,499,352",,,,,,,,,"2,429,681,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,"6,424,154,302",,198,,,,,"8,218,900","76,871,180",,"4,164,681,632","494,916,606",,"1,413,414,789",,,"1,413,414,789","1,908,331,395",,,,"10,588,835,934",,,,,
[058110],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233,203,797",,,"1,103,904,258","15,202,603",,,,,,,,,"1,381,936,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,"1,352,485,579",,330,,,,,"204,898,810","3,251,555",,"1,615,140,035","123,641,008",,"996,617,189",,0,"996,617,189","1,120,258,197",,,,"2,967,625,614",,,,,
[009680],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,335,444,574",,,"763,809,817","582,866,618",,,,,,,,,"4,683,359,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,"46,424,754,778",,,,,,,"271,150,249","2,667,039,635",,"7,018,804,356","1,081,185,373",,"3,831,091,786",,,"3,831,091,786","4,912,277,159",,,,"53,443,559,134",,,,,
[033920],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,753,655,361",,,"5,931,167,251","6,144,390,509",,,,,,,,,"17,336,564,640",,,,,,,,,,,,,,,,,,"188,423,910",,,,,,,,,,,,,,,,,,"37,022,811,184",,,,,,,,,,"33,090,220,001","3,944,044,145",,"11,784,811,868",,,,"15,728,856,013",,,,"70,113,031,185",,,,,
[104200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,081,368,599",,,"92,214,874","4,001,831",,,,,,,,,,,,,,,,,,,,,,,,,,,"12,336,599,249",,,,,,,,,,,,,,,10,,,,,10,,,,,"14,330,264","262,077,894",,,"189,469,293",,"128,731,201",,0,"128,731,201","318,200,494","128,731,201",,,"13,417,967,848",,,,,"-1,099,128,778"
[003000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,702,781,522",,,"132,792,171","70,265,456",,,,,,,,,"10,995,468,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,850,150,777",133,,,"14,869,117,381",,132,,,,,"9,700,973","351,958,574",,"20,548,400,368","1,285,939,382",,"4,750,156,961",,0,"4,750,156,961","6,036,096,343",,,,"35,417,517,749",,,,,"-71,469,495"
[014470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"375,158,523",,,"358,155,020","43,514,295",,,,,,,,,"7,645,294,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,28,"20,564,864,305",,,,,,,,"128,577,754",,"8,020,452,559","321,514,772",,"1,435,233,066",,,"1,435,233,066","818,377,002","496,862,230","938,370,836",,"28,585,316,864",,,,,
[005610],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,180,194,737",,,"1,054,981,771","641,488,194",,,,,,,,,,,,,,,,,,,,,,,,,,,"-182,863,363",,,,,,,,,,,,,,"15,060,212,542","1,333",,,"256,321,075,873",,,,,,,"1,394,179,626","107,155,116",,"72,172,892,957","2,946,774,373",,"11,177,026,068",,"17,691,922","11,159,334,146","14,123,800,441","11,177,026,068",0,,"328,493,968,830",,,,,
[018260],,,,,,,,,,,,,,,,,,,,,,"402,914,276","7,468,535,962",,,,,,,,,"163,690,477,268",,,"12,019,790,828","5,318,939,527",,,,,,,,,"172,353,924,960",,,,,,,,,,,,,,,"1,451,676,730","4,245,457,980",,,,,,,,,,,,,,,,,"1,544",,,"1,623,418,129,313",,"1,544",,,,,"10,366,170,447","20,370,848,696",,"336,044,402,228","55,357,458,869",,"125,712,992,588",,"6,309,502,912","119,403,489,676","181,070,451,457","125,712,992,588",,,"1,959,462,531,541",,,,,"674,444,639"
[028050],,,,,,,,,,,,,,,,,,,,,,"6,558,144,931","2,039,633,990",,,,,,,,,"19,389,337,521",,,"40,395,138,861","56,540,113,484",,,,,,,,,"96,493,301,012",,,,,,,,,,,,,,,"1,853,069,999","2,855,305,129",,"39,023,643",,,,,,,,,,,,,,,28,,,"1,726,547,421,242",,28,,,,,"13,986,925,784","11,365,657,175",,"115,882,638,533","212,081,899",,"1,601,333,220",,"572,412,883","1,028,920,337","1,813,415,119",,,,"1,842,430,059,775",,,,,
[005930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,897,937,000,000",,,"649,443,000,000","148,839,000,000",,,,,,,,,"12,684,003,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,783",,,"28,955,599,000,000",,"37,782",,,,,"1,981,201,000,000","2,175,714,000,000",,"19,581,940,000,000","1,875,727,000,000",,"5,752,297,000,000",,"125,563,000,000","5,626,734,000,000","7,628,024,000,000","5,752,297,000,000",,,"48,537,539,000,000",,,,,"34,970,000,000"
[010140],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,548,084,634,073",,,"657,290,777,638","605,277,007,103",,,,,,,,,"103,271,650,655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,629",,,"2,884,332,257,158",,"-5,629",,,,,"43,760,649,948","42,402,461,916",,"-1,444,812,983,418","-342,892,124,953",,"-1,155,032,392,504",,"-971,683,069","-1,154,060,709,435","-1,497,924,517,457",,,,"1,439,519,273,740",,,,,"-495,465,887"
[002170],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,576,466,772",,,"6,085,510,488","2,065,242,402",,,,,,,,,"1,487,882,561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,780",,,"53,478,675,418",,"1,780",,,,,"177,748,684","504,919,503",,"4,064,349,333","1,584,178,977",,"5,339,726,700",,,"5,339,726,700","6,923,905,677",,,,"57,543,024,751",,,,,
[003100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,043,671,866",,,"2,419,856,108","28,454,214",,,,,,,,,"3,521,258,367",,,,,,,,,,"82,697,794",,,,,,,,"676,201,172",,,,,,,,,,,"425,996,390",,,,693,,,"16,809,276,297",,693,,,,,"815,327,959","602,518,731",,"6,564,930,233","1,804,921,564",,"4,410,911,271",,"-6,082,753","4,416,994,024","5,898,465,704","4,093,544,140","317,367,131",,"23,374,206,530",,,,,
[091090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,741,714,736",,,"5,449,310,529","899,187,636",,,,,,,,,"5,129,148,878",,,,,,,,,,,,,,,,,,"785,544,657",,,,,,,,,,,,,,,130,,,"55,231,697,570",,124,,,,,"1,956,666,048","1,364,231,740",,"7,656,408,271","-392,350,322",,"5,517,913,328",,,"5,517,913,328","5,125,563,006",,,,"62,888,105,841",,,,,"-573,840,315"
[021820],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,937,179,804",,,"1,544,683,649","1,754,817,255",,,,,,,,,"3,785,238,537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,098,092,142",,,,783,,,"82,034,345,701",,783,,,,,"686,460,243","2,172,509,850",,"16,722,418,341","2,125,552,792",,"12,146,004,160",,"4,311,900,024","7,834,104,136","14,271,556,952",,,,"98,756,764,042",,,,,"58,461,147"
[036630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,073,346",,,"167,794,191","387,256,120",,,,,,,,,"44,316,469,835",,,,,,,,,,,,,,,,,,"44,816,543,181",,,,,,,,,,,,,,,-4,,,,,-4,,,,,"1,111,389,629","36,459,672",,,0,,"-793,231,258",,,"-793,231,258","-793,231,258",,,,,,,,,"1,087,282"
[068270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,105,122,398",,,"851,715,732","17,046,832,721",,,,,,,,,"29,473,262,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,,,"57,474,976,583",,513,,,,,"7,452,570,149","3,829,442,537",,"110,578,384,513","3,128,602,953",,"58,178,298,326",,"291,582,469","57,886,715,857","61,306,901,279",,,,"168,053,361,096",,,,,"20,023,482"
[086980],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"310,605,465",,,"-882,586,374",,,,,,,,,,"1,985,836,592",,,,,,,,,,,,,,-2,,,,"-173,762,250",,,,,,,,,,,,,,,-2,,,"11,027,586,962",,-2,,,,,"3,275,365","202,038,023",,"2,296,442,057",0,,"-129,900,254",,"-6,771","-129,893,483","-129,900,254","-129,900,254",,,"13,324,029,019",,,,,
[004970],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"755,602,296",,,,,,,,,,,,,"11,261,311,215",,,,,,,,,,,,,,,,,,"1,056,260,195",,,,,,,,,,,,,,,365,,,"47,984,038,849",,,,,,,,,,"12,016,913,511","2,541,009,117",,"5,840,500,676",,32,"5,840,500,644","8,381,509,793",,,,"60,000,952,360",,,,,"-3,464,993,547"
[065350],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,097,124,825",,,"8,470,616,356","6,084,557,904",,,,,,,,,"9,358,725,756",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,134,134,0,"83,508,416,966",,123,123,0,,,"1,713,298,889","382,871,218",,"11,096,057,911","792,511,470",,"2,360,244,136",,"-207,449,710","2,567,693,846","3,152,755,606","2,360,244,136",0,,"94,604,474,877",,,,,
[104110],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,559,778,949",,,"385,899,766","359,183,247",,,,,,,,,"1,928,540,027",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,"2,652,688,576",71,,,"39,842,820,297",,67,,,,,"392,578,311","611,819,708",,"6,990,517,312","386,293,253",,"1,307,109,289",,"57,949,936","1,249,159,353","1,693,402,542",,,,"46,833,337,609",,,,,"-112,334,323"
