,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnAssociates,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfInvestmentProperty,dart_LossesOnDisposalOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnDispositionOfReceivablesFinancialExpense,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnSaleOfInvestmentsInAssociates,dart_LossesOnSaleOfInvestmentsInSubsidiaries,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfForeignExchangeForwardFiancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_SalariesWages,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DifferenceBetweenCarryingAmountOfNoncashAssetsDistributedAndCarryingAmountOfDividendsPayable,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossAttributableToAbstract,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,ifrs-full_ProfitLossAttributableToOwnersOfParent,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromSaleOfGoods
[000320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,725,721,343",,,,,"451,576,185","-5,206,753",,,,,,,,,,,,,,,,,,,,,"44,159,533,996",,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,"166,765,886,722",,,,,,,"1,787,727,526","151,593,840",,,"52,885,255,339","2,743,994,209",,"4,758,647,268",,"4,649,049,264","109,598,004","7,502,641,477",,,"219,651,142,061",,,
[004370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,385,728,358",,,,,"5,604,147,609","1,000,514,638",,,,,,,,,,,,,,,,,,,,,"170,866,382,129",,,,,,,,,,,,,,,,"-540,075,686",,,,,,,,,,,,,"6,261",,,"455,766,355,950",,"6,261",,,,,"533,736,944","5,231,574,924",,,"212,252,110,487","13,744,593,761",,"36,402,529,862",,"196,361,291","36,206,168,571","50,147,123,623",,,"668,018,466,437",,,
[054050],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,668,721,056",,,,,"832,732,490","522,824,685",,,,,,,,,,,,,,,,,,,,,"13,964,839,174",,,,,,,,,,,,,,,,,,,,,"16,402,048",,,,,,,,107,,,"20,446,453,076",,107,,,,,"1,221,062,756","635,156,144",,,"15,633,560,230","-340,482,924",,"1,733,205,173",,,,"1,392,722,249",,,"36,080,013,306",,,
[064260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,148,747,318",,,,,"6,946,765,526","-1,065,893,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,"1,477,195,281","297,465,783",,,,"2,969,197,644",,"7,959,017,851",,"-399,838,447","8,358,856,298","10,928,215,495",,,"57,078,299,356",,,
[019680],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-11,881,133,166",,,,,"701,059,727","-2,141,587,725",,,,,,,,,,,,,,,,,,,,,"27,588,609,293",,,,,43,,,,43,,,,,,,"828,453,299",,,,,,,,,,,,,,,,"130,777,607,747",,,,,,,"-308,355,436","5,279,746",,"-40,863,486","16,718,443,184","2,078,369,071",,"-5,858,217,579",,"-421,724,131","-5,436,493,448","-7,936,586,650",,,"147,496,050,931",,,
[006370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,269,031,426",,,,,"519,755,419","47,941,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246,095,533",,,,,,,,,,,,,-190,,,,,-190,,,,,"509,892,693","884,165,188",,,,"135,355,516",,"-1,312,204,502",,"140,495,939","-1,452,700,441","-1,422,944,519",,,"26,288,890,236",,,
[045390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,946,045,473",,,,,"330,738,789","-239,790,598",,,,,,,,,,,,,,,,,,,,,"3,999,154,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,"23,950,788,887",,,,,,,"29,025,646","108,073,387",,,"6,945,199,523","2,125,258,946",,"1,470,363,655",,"107,694,963","1,362,668,692","3,595,622,601",,,"30,895,988,410",,,
[047040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,119,833,793",,,,,"26,642,895,400","15,062,262,144",,,,,,,,,,,,,,,,,,,,,"109,122,262,460",,,,,,,,,,,,,,,,"-1,750,731,155",,,,,,,,,,,,,128,,,"1,772,964,552,171",,128,,,,,"28,537,726,570","10,831,882,335",,,"190,242,096,253","20,859,829,227",,"52,384,062,432",,"-186,468,375","52,570,530,807","73,243,891,659",,,"1,963,206,648,424",,,
[042660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,385,457,190",,,,,"-7,978,861,522","5,565,340,606",,,,,,,,,,,,,,,,,,,,,"71,903,311,978",,,,,,,,,,,,,,,,"84,999,797",,,,,,,,,,,,,424,,,"1,820,533,547,321",,312,,,,,"32,236,228,765","25,953,682,435",,,"145,288,769,168","2,154,532,586",,"51,489,175,943",,,"51,489,175,943","53,643,708,529",,,"1,965,822,316,489",,,
[000430],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,142,505,550",,,,,"4,012,998,903","1,845,036,149",,,,,,,,,,,,,,,,,,,,,"15,075,979,743",,,,,,,,,,,,,,,,"148,263,069",,,,,,,,,,,,,-143,,,"162,649,257,437",,,,,,,"1,389,791,694","268,978,146",,,"3,130,706,486","-2,762,790,888",,"-8,184,302,387",,"637,803,069","-8,822,105,456","-10,947,093,275",,,"165,779,963,923",,,
[005710],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,683,877,713",,,,,"2,420,174,457","-5,094,705,628",,,,,,,,,,,,,,,,,,,,,"3,901,600,179",,,,,,,,,,,,,,,,"-507,634,449",,,,,,,,,,,,,454,,,"112,489,071,166",,454,,,,,"64,441,899","1,350,736,216",,,"6,585,477,892","1,885,550,075",,"9,091,867,591",,0,"9,091,867,591","10,977,417,666",,,"119,074,549,058",,,
[005160],,,,,,,,"10,175,809,752",,,,"77,339,391",,,"99,966,396,736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,169,033,683",,"3,024,087,650",,,"167,543,033","583,887,490",,,,,,,"10,903,612,955",,"68,622,750",,,,,,,,,,,,"10,636,735,434",,,,,,,,,,,,,,,,"145,232",,,,,,,,,,,,,18,,,"113,243,633,529",,18,,,,,"1,854,632,578","438,158,225",,,"15,805,769,117","1,124,643,706","2,270,081,003","2,551,364,007",,"1,638,438,855","912,925,152","3,676,007,713","2,551,364,007",,"129,049,402,646",,,"115,807,085,938"
