,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossBeforeTax,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_DistributionCosts,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromRoyalties,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[153460],,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,095,528,054",,,,,,,,,,,,,"2,734,104,748",,,,,,,,,,,,,,"367,742",,,,,"-176,815",,,,,,-410,,,"1,778,760,812",,-410,,,,,,"4,343,232","82,438,294",,"638,576,694","-67,921,100",,,"-1,935,461,361","-2,003,382,461",,,,"2,417,337,506",,,,,,
[090350],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,812,483,005",,,"969,180,947","193,366,930",,,,,,,,,"16,678,079,560",,,,,,,,,,96,,,,,,,,,,,,,,,,,,"69,945,166,160",,,,,,,,"1,666,731,989","300,660,783",,"19,490,562,565","289,279,403",,,"1,932,946,413","2,222,225,816",,,,"89,435,728,725",,,,,,
[000320],,,,,,,,,,,,,,,,,,,,,,,,,,,"11,143,215,445",,,"32,265","242,253,778",,,,,,,,,,,,,,,,,,,,,,,"1,010",,,,,,,,,,,,,,,,,,,,,,"634,436,880","197,765,772",,,"-43,223,354",,,"10,507,546,178","10,464,322,824",,,,,,,,,,
[004370],,,,,,,,,,,,,,,,,,,,,,,,,,,"26,301,252,215",,,"4,934,596,839","1,357,452,624",,,,,,,,,"108,141,003,057",,,,,,,,,,,,,,"-32,787,699,316",,,,,,,,,,,"4,109",,,"331,914,023,594",,"4,109",,,,,,"1,362,931,170","3,219,104,812",,"134,442,255,272","7,973,302,402",,,"23,761,267,670","31,734,570,072",,,,"466,356,278,866",,,,,,
[054050],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[064260],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,927,512,217",,,"1,686,841,443","243,711,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,"20,858,571,472",,,,,,,,"225,688,563","375,122,103",,,"774,568,647",,,"774,687,789","1,549,256,436",,,,"22,786,083,689",,,,,,
[019680],,,,,,,,,,,,,,,,,,,,,,,,,,,"11,881,243,401",,,"4,652,236,182","2,093,902,731",,,,,,,,,"22,005,427,430",,,,,,,,,,188,,,,188,,,,,,,,,,,,,,"157,503,335,466",,,,,,,,"25,976,243","718,398,167",,"33,886,670,831","3,766,299,076",,,"17,032,607,619","20,798,906,695",,,,"191,390,006,297",,,,,,"5,666,907,919"
[006370],,,,,,,,,,,,,,,,,,,,,,,,,,,"-690,054,294",,,"12,639,624","54,343,088",,,,,,,,,"23,023,016,357",,,,,,,,,,,,,,,,,,,,,,,,,50,,,"12,242,095,411",,50,,,,,,"200,464,923","1,383,619,259",,"22,332,962,063","68,670,279",,,"382,726,299","451,396,578",,,,"34,575,057,474",,,,,,
[000210],,,,,,,,,,,,,,,,,,,,,,,,,,,"70,638,210,341",,,"122,892,874,295","69,306,793,208",,,,,,,,,"96,750,095,962",,,,,,,,,,"2,468",,,,,,,,,,,,,,,"2,455",,,"1,447,304,297,260",,"2,455",,,,,,"18,003,039,012","19,707,462,546",,"167,388,306,303","31,105,099,794",,,"94,823,615,168","125,928,714,962",,,,"1,614,692,603,563",,,,,,
[005620],,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,095,186,342",,,"6,188,563,720",,,,,,,,,,"8,050,888,525",,,,,,,,"5,572,780,916",,,,,,"785,063,007",,,,,,,,,,,521,,,"5,572,780,916",,521,,,,,,,"2,383,391,653",,"1,955,702,183","965,172,594",,,"726,508,166","1,691,680,760",,,,,,,,,,
[045390],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,233,543,932",,,"151,790,011","359,005,763",,,,,,,,,"1,765,719,266",,,,,,,,,,,,,,,,,,,,,,,,,15,,,"7,395,212,719",,13,,,,,,"183,562","124,805,916",,"2,999,263,198","96,465,779",,,"1,054,484,755","1,150,950,534",,,,"10,394,475,917",,,,,,
[047040],,,,,,,,,,,,,,,,,,,,,,,,,,,"63,928,232,987",,,"132,502,722,220","143,450,865,063",,,,,,,,,"86,730,447,499",,,,,,,,,,,,,,,,,,,,,,,,,58,,,"2,042,617,509,330",,58,,,,,,"24,071,054,149","5,326,988,261",,"150,658,680,486","10,489,703,627",,,"23,746,320,629","34,236,024,256",,,,"2,193,276,189,816",,,,,,
[042660],,,,,,,,,,,,,,,,,,,,,,,,,,,"-612,543,556,496",,,"124,612,547,650","-31,538,525,714",,,,,,,,,"40,920,373,755",,,,,,,,,,,,,,"-1,198",,,,,,,,,,"87,273,862,775",,,,"4,003,127,690,623",,,,,,,,"9,257,935,269","5,345,469,706",,"-467,254,390,996","-148,231,964,429",,,"-226,507,207,539","-374,739,171,968",,,,"3,535,873,299,627",,,,,,
[000430],,,,,,,,,,,,,,,,,,,,,,,,,,,"6,641,031,231",,,,,,,,,,,,,"9,144,901,215",,,,,,,,,,,,,,0,,,,,,,,,,,120,,,"171,511,718,961",,,,,,,,,,,"15,785,932,446","2,099,940,967",,,"7,445,245,247","9,545,186,214",,,,"187,297,651,407",,,,,,
[005710],,,,,,,,,,,,,,,,,,,,,,,,,,,"4,358,331,144",,,"2,183,790,059","219,993,552",,,,,,,,,"6,123,129,487",,,,,,,,,,,,,,,,,,,,,,,,,310,,,"138,370,349,233",,310,,,,,,,"764,031,755",,"10,481,460,631","1,431,480,053",,,"5,654,679,353","7,086,159,406",,,,"148,851,809,864",,,,,,
[100130],,,,,,"16,125,063,969",,"17,559,781,514",,,,,,,,,,,,,,,,,,,"1,123,724,523",,"238,568,804","1,333,940,233","472,755,393",,,,,,,,,"1,462,546,165",,,,,,,,,,,,,,,,,,,,,,,,,32,,,"33,923,414,287",,,,,,,,"12,252,128","365,649,306",,"2,586,270,688","562,684,877",,"238,568,804","1,775,621,664","2,338,306,541","1,775,621,664",,,"36,509,684,975","17,217,107,966",,,,"19,054,008,205",
[005160],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,195,847,259",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,806,512,969",,,,,,,,,,,59,,,,,59,,,,,,,,,,"963,999,469",,,"2,800,773,229","3,764,772,698",,,,,,,,,,
[001230],,,,,,,,,,,,,,,,,,,,,,,,,,,"-68,476,596,000",,,,,,,,,,,,,"67,307,921,000",,,,,,,,,,,,,,"10,154,316,000",,,,,,,,,,,-826,,,"1,094,180,910,000",,-826,,,,,,,,,"-1,168,675,000","-39,749,458,000",,,"-77,138,714,000","-116,888,172,000",,,,"1,093,012,235,000",,,,,,
[000990],"56,262,390","2,713,152,229",,"2,084,655,826","52,522,226",,"102,327,781,686",0,"209,235,267",,"1,000,000","809,765,947","318,604,596","225,345,015","285,436,716","772,713,608","403,606,637","32,213,588","15,568,739,222","337,723,973","369,011,568","628,983,620",,"172,050,307","210,799,199","12,454,209","18,266,099,827","11,850,841,694",,"63,725,727,035","3,356,030,957",0,"463,760,074","60,731,230","454,271,960","8,402,818","4,247,678,050","60,644,848","545,117,754","24,905,997,310","201,111,305","88,962,276",,"46,373,522",,0,,,,"1,112",0,0,,0,,0,,"1,800,000,000",,,,,"-6,193,879",,"1,551",,,"102,327,781,686",,,,,,,,"17,135,381,806","687,737,775",,"43,172,097,137","-443,336,957",,"5,106,159,840","62,631,488,831","62,188,151,874","62,631,488,831",,,"145,499,878,823",,,"140,393,718,983",,0,
[001520],,,,,,,,,,,,,,,,,,,,,,,,,,,"4,694,953,705",,,"8,036,332,258","889,455,423",,,,,,,,,"5,359,690,146",,,,,,,,,,881,,,,,,,,,,,,,,,,,,"65,328,497,034",,,,,,,,"10,421,609,075","227,754,780,846",,"10,054,643,851","22,173,904,364",,,"207,001,097,947","229,175,002,311","207,001,097,947",,,"75,383,140,885",,,,,,
[084670],,,,,,,"26,747,521,962",,,,,,,,,,,,,,,,,,,,"5,245,091,659",,"237,358,294","373,765,329","378,773,450",,,,,,,,,"1,813,250,662",,,,,,,,,,,,,,,,,,,,,,,,,"1,361",,,"26,984,880,256",,"1,361",,,,,,"741,109,868","153,301,782",,"7,058,342,321","1,043,525,538",,"1,051,302,403","3,608,749,914","4,652,275,452","3,608,749,914",,,"34,043,222,577",,,"32,991,920,174",,,
[030790],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,557,965,267",,,"7,720,948,480","1,877,641",,,,,,,,,"1,033,694,775",,,,,,,,,,,,,,,,,,,,,,,,,223,,,"18,800,548,311",,216,,,,,,"1,325,962,110","251,181,175",,"2,591,660,042","1,221,315,795",,,"6,980,939,376","8,202,255,171",,,,"21,392,208,353",,,,,,
[001530],,,,,,,,,,"8,088,113,350",,,,,,,,,"657,424,243","210,869,772",,,,,,,"133,092,963",,,"890,207,639","424,354,534",,,,,,,,,"1,593,071,686",,,,,,,,,,,0,0,,,,,,,,,,,,,"4,197",,,"58,036,640,468",,,,,,,,"1,691,875,136","8,957,513,034",,"1,726,164,649","1,150,559,341",,,"6,714,024,625","7,864,583,966",,,,"59,762,805,117",,,,,,
[000150],,,,,,,,"317,144,553,222",,,,,,,,,,,,,,,,,,,"84,888,366,623",,"40,679,348,264","667,752,295","5,851,783,849",,,,,,,,,,,,,,,,"2,955","70,644,028,200","2,955",,,,,,,,,,,,,,,,,"2,943",,"428,467,929,686",,,"2,943",,,,,"15,352,432,239","3,788,840,602",,,"7,937,322,662",,"64,228,157,298","60,203,420,770","68,140,743,432","60,203,420,770",,,"513,356,296,309",,"52,438,192,945",,,"396,689,946,066",
[011160],,,,,,,,,,,,,,,,,,,,,,,,,,,"14,489,319,658",,,"1,547,248,529","4,339,569,829",,,,,,,,,"35,419,515,442",,,,,,,,,,,,,,,,,,,,,,,,,"-1,520","-1,357",-163,"358,484,454,914",,"-1,520","-1,357",-163,,,,"46,012,211,852","11,515,557,626",,"49,908,835,100","115,098,930",,,"-31,894,926,236","-22,799,655,868","-22,914,754,798","-8,980,171,438",,"408,393,290,014",,,,,,
[082740],,,,,,,,,,,,,,,,,,,,,,,,,,,"-11,411,155,327",,,"1,470,159,656","47,154,425",,,,,,,,,"10,628,522,706",,,,,,,,,,,,,,,,,,,,,,,,,-115,,,"144,815,070,220",,-115,,,,,,"21,724,500,364","21,116,556,454",,"-782,632,621","-2,585,746,745",,,"-8,010,347,261","-10,596,094,006","-8,010,347,261",,,"144,032,437,599",,,,,,
[042670],,,,,,,,,,,,,,,,,,,,,,,,,,,"-32,779,801,587",,,"865,582,922","9,277,536,374",,,,,,,,,"162,008,584,321",,,,,,,,,,,,,,0,,,,,,,,,,,,-172,-172,"643,905,765,509",,,-311,-311,,,,"70,282,540,718","31,396,699,058",,"129,228,782,734","-18,900,551,774",0,,"-32,211,386,212","-80,077,596,699","-61,177,044,925","28,965,658,713",,"773,134,548,243",,,,,,
[034020],,,,,,,,,,,,,,,,,,,,,,,,,,,"100,196,011,252",,,"2,264,165,141","21,426,737,114",,,,,,,,,"102,359,376,513",,,,,,,,,,,,,,,,,,,,,,,,,358,358,,"1,146,251,819,511",,358,358,,,,,"171,341,098,039","155,619,295,302",,"202,555,387,765","26,851,203,185",,,"38,460,433,357","65,311,636,542","38,460,433,357",,,"1,348,807,207,276",,,,,,
[003160],,,,,,,,,,,,,,,,,,,"291,083,588","309,456,338",,,,,,,"1,931,382,918",,,"115,208,765","152,261,762",,,,,,,,,"2,750,833,711",,,,,,,,,,,,"6,336,874",,"487,906,422",,,,,,,,,,,54,,,"12,705,053,424",,54,,,,,,"323,695,896","383,482,351",,"5,170,123,051","414,004,251",,,"1,540,112,125","1,954,116,376","1,540,112,125",,,"17,875,176,475",,,,,,
[066900],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,213,597,314",,,"529,890,243","270,062,892",,,,,,,,,"4,186,335,508",,,,,,,,,,,,,,,,,,,,,,,,,4,,,"55,594,421,419",,4,,,,,,"1,638,559,824","429,235,637",,"5,399,932,822","184,546,549",,,,"264,100,478","79,553,929",,,"60,994,354,241",,,,,,
[101000],,,,,,,,,,,,,,,,,,,,,,,,,,,"742,895,698",,,"501,378,161","104,280,744",,,,,,,,,"1,662,475,873",,,,,,,,,,,,,,,,,,,,,,,,,83,,,"25,470,571,147",,83,,,,,,"306,622,144","125,312,166",,"2,405,371,571","-99,601,416",,,"1,058,284,553","958,683,137",,,,"27,875,942,718",,,,,,
[108860],,,,,,,,,,,,,,,,,,,,,,,,,,,"402,210,225",,,"32,758,535","11,377,001",,,,,,,,,"3,854,212,030",,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,25,,,,,,"605,003","156,549,605",,"4,256,422,255","23,264,721",,,"556,271,640","579,536,361",,,,,,,,,,
[171010],,,,,,,,,,,,,,,,,,,,,,,,,,,"-295,953,403",,,"159,367,713","28,618,264",,,,,,,,,"771,723,228",,,,,,,,,,,,,,,,,,,,,,,,,-39,,,"5,241,735,568",,,,,,,,"312,270,748","38,749,687",,"475,769,825",0,,,"-438,725,015","-438,725,015",,,,"5,717,505,393",,,,,,
[131100],,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,140,709,373",,,"898,344,016","39,923,000",,,,,,,,,"1,515,352,948",,,,,,,,,,,,,,"-1,561,654,335",,,,,,,,,,,-180,,,"10,403,154,246",,-180,,,,,,"485,561,111","38,542,045",,"374,643,575","-179,131,070",,,"-2,111,830,688","-2,290,961,758","-2,111,830,688",,,"10,777,797,821",,,,,,
[005990],,,,,,,,,,,,,,,,,,,"1,161,390,730","685,192,143",,,,,,,"4,329,320,505",,,"1,851,859,787","1,394,563,712",,,,,,,,,"73,878,315,673",,,,,,,,,,,"9,473,312","32,158,566",,,,,,,,,,,,,348,,,"227,813,205,662",,312,,,,,,"1,342,839,273","851,413,091",,"78,207,636,178","89,274,566",,,"4,384,464,964","4,295,190,398",,,,"306,020,841,840",,,,,,
[067280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,417,775,452","549,954,024",,,,,,,,,,,292,,,"17,718,375,678",,292,,,,,,,,,"9,149,387,353",,,,"1,729,934,458",,,,,"26,867,763,031",,,,,,
[041920],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,300,752,645",,,"124,612,598","239,059,377",,,,,,,,,"2,463,020,247",,,,,,,,,,,,,,,,,,,,,,,,,147,,,"6,607,296,277",,147,,,,,,"18,836,995","15,001,894",,"3,763,772,892","132,572,525",,,"1,049,898,240","1,182,470,765",,,,"10,371,069,169",,,,,,
[009680],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,466,892,953",,,"432,860,498","5,092,048",,,,,,,,,"3,728,250,912",,,,,,,,,,,,,,,,,,,,,,,,,110,,,"46,222,832,007",,,,,,,,"342,660,465","1,489,162,886",,"5,195,143,865","532,123,568",,,"2,509,040,256","3,041,163,824",,,,"51,417,975,872",,,,,,
[033920],,,,,,,,,,,,,,,,,,,,,,,,,,,"14,704,606,329",,,"8,612,250,921","1,111,188,691",,,,,,,,,"15,430,353,420",,,,,,,,,,,,,,"59,723,413",,,,,,,,,,,,,,"30,262,065,879",,,,,,,,,,,"30,134,959,749","7,865,643,738",,,"14,399,748,234","22,265,391,972",,,,"60,397,025,628",,,,,,
[104200],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,560,827,306",,,"15,876,092","17,524,761",,,,,,,,,,,,,,,,,,,,,,,"11,923,134,390",,,,,,,,,,,62,,,,,62,,,,,,"1,084,901,986","267,761,759",,,"-11,556,146",,,"801,140,781","789,584,635","801,140,781",,,"13,483,961,696",,,,,,"47,546,225"
[003000],,,,,,,,,,,,,,,,,,,,,,,,,,,"6,846,387,424",,,"524,107,701","29,978,881",,,,,,,,,"12,182,326,889",,,,,,,,,,,,,,,,,,,,,,,,,172,,,"13,784,886,478",,171,,,,,,"18,389,143","430,078,016",,"19,028,714,313","1,582,341,769",,,"6,169,863,348","7,752,205,117",,,,"32,813,600,791",,,,,,
[015350],,,,,,,,,,,,,,,,,,,,,,,,,,,"20,515,591,322",,,"1,291,046,442","797,734,842",,,,,,,,,"23,885,476,923",,,,,,,,,,,,,,,,,,,,,,,,,"1,733",,,"384,290,954,559",,,,,,,,"48,091,005","744,140,807",,"44,401,068,245","5,074,169,943","703,521,106",,"17,334,303,887","22,408,473,830",,,,"428,692,022,804",,,,,,
[065450],,,,,,,,,,,,,,,,,,,,,,,,,,,"-304,943,730",,,"9,643,279",,,,,,,,,,"684,881,011",,,,,,,,,,,,,,,,,,,,,,,,,0,,,"4,748,970,807",,0,,,,,,"12,557,308","300,792,852",,"379,937,281","-4,293,099",,,"-2,771,808","-7,064,907",,,,"5,128,908,088",,,,,,0
[005610],,,,,,,,,,,,,,,,,,,,,,,,,,,"3,214,881,602",,,"413,832,329","222,494,871",,,,,,,,,,,,,,,,,,,,,,,"-14,930,585",,,,,,,,,,"36,829,958,192",276,,,"184,397,610,284",,,,,,,,"535,036,310","48,198,973",,"52,951,227,061","592,796,522",,,"2,311,654,616","2,904,451,138",,,,"237,348,837,345",,,,,,
[018260],,,,,,,,,,,,,,,,,,,"171,855,482","5,827,462,158",,,,,,,"78,144,740,930",,,"5,497,438,060","238,355,632",,,,,,,,,"127,698,250,513",,,,,,,,,,,"3,070,271,434","1,484,421,399",,,,,,,,,,,,,840,,,"870,373,287,189",,840,,,,,,"5,782,076,522","10,428,600,711",,"205,842,991,443","23,069,565,561",,,"64,980,781,986","88,050,347,547","64,980,781,986",,,"1,076,216,278,632",,,,,,
[028050],,,,,,,,,,,,,,,,,,,"5,219,702,246","1,248,770,532",,,,,,,"-6,863,517,291",,,"129,920,026,059","83,279,315,249",,,,,,,,,"71,197,864,441",,,,,,,,,,,"10,725,002,077","7,097,376,222",,,,,,,,,,,,,868,,,"1,321,014,785,053",,868,,,,,,"19,992,646,948","13,547,794,928",,"64,334,347,150","1,254,113,184",,,"32,078,228,315","33,332,341,499",,,,"1,385,349,132,203",,,,,,
[005930],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,898,583,000,000",,,"276,473,000,000","130,140,000,000",,,,,,,,,"5,554,343,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"16,711",,,"23,236,280,000,000",,"16,711",,,,,,"974,445,000,000","1,048,971,000,000",,"8,452,926,000,000","627,724,000,000",,,"2,491,718,000,000","3,119,442,000,000","2,491,718,000,000",,,"31,689,206,000,000",,,,,,
[010140],,,,,,,,,,,,,,,,,,,,,,,,,,,"89,354,768,959",,,"459,941,931,328","445,204,086,076",,,,,,,,,"83,279,595,479",,,,,,,,,,,,,,,,,,,,,,,,,380,,,"2,388,317,373,189",,380,,,,,,"18,833,944,833","14,791,878,737",,"172,634,364,438","22,148,943,126",,,"77,901,604,989","100,050,548,115",,,,"2,560,951,737,627",,,,,,
[002170],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,690,532,118",,,"303,208,653","439,354,587",,,,,,,,,"1,056,485,612",,,,,,,,,,,,,,,,,,,,,,,,,750,,,"50,661,622,695",,750,,,,,,"179,557,569","495,467,974",,"3,747,017,730","621,473,975",,,"2,248,822,614","2,870,296,589",,,,"54,408,640,425",,,,,,
[001880],,,,,,,,,,,,,,,,,,,,,,,,,,,"17,685,210,453",,,"519,080,573","3,335,724,420",,,,,,,,,"7,501,277,109",,,,,,,,,,,,,,0,,,,,,,,,,,731,,,"183,251,184,550",,,,,,,,"1,360,601,921","614,988,280",,"25,186,487,562","3,129,235,864",,,"11,094,067,197","14,223,303,061",,,,"208,437,672,112",,,,,,
[004450],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,356,939,960",,,"131,941,759","15,262,646",,,,,,,,,"2,436,043,458",,,,,,,,,,,,,,,,,,,,,,,,,"1,113",,,"17,750,403,466",,"1,112",,,,,,"52,120,486","234,326,848",,"4,792,983,418","605,050,864",,,"2,069,552,908","2,674,603,772",,,,"22,543,386,884",,,,,,"18,778,337"
[033790],,"519,255","41,800","112,436,387","4,895,868",,,,"50,941,466","33,201,964","900,000","41,033,336","22,750,866","3,021,546","1,096","51,473,609","635,364","822,998","9,339,103","66,394,359",0,"12,771,976",,"3,179,805","7,918,340","1,936,916","-508,266,048","182,812,713",,"76,060,020","33,720,713",,"28,454,808","2,270,293","7,440,000","11,364","144,903,290","16,919,590","14,082,760","656,207,525","30,000","3,842,702","12,849,279","4,605,106",,,,0,,,0,"2,362",,,,"1,468,501",,0,,,,0,"224,000",,-34,,,"4,257,177,450",,-34,,,,,,"33,484,991","110,751,872",,"147,941,477","10,319,847",,"569,900,040","-378,340,013","-388,659,860",,,,"4,405,118,927",0,,"3,176,813,031",,"658,405,856",
[003100],,,,,,,,,,,,,,,,,,,,,,,,,,,"4,150,337,443",,,"1,954,224,558","193,950,598",,,,,,,,,"1,858,223,522",,,,,,,,"88,104,729",,,,,,,,,,,,,,"317,520,638",,,825,,,"13,860,999,916",,825,,,,,,"596,208,636","76,536,903",,"6,008,560,965","1,119,064,616",,,"5,264,816,293","5,390,939,670","4,271,875,054","992,941,239",,"19,869,560,881",,,,,,
[017510],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,855,092,902",,,"630,512,951","27,773,512",,,,,,,,,"323,601,917",,,,,,,,,,,,,,,,,,,,,,,,,134,,,"3,341,107,695",,,,,,,,"465,583","69,362,641",,"2,178,694,819","481,790,153",,,"2,044,939,246","2,526,729,399",,,,"5,519,802,514",,,,,,
[091090],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,520,431,819",,,"4,538,457,911","620,204,420",,,,,,,,,"4,161,174,655",,,,,,,,,,,,,,"905,125,576",,,,,,,,,,,63,,,"52,016,352,220",,63,,,,,,"2,069,843,785","20,753,068",,"6,586,732,050","591,348,005",,,"2,540,001,295","3,131,349,300",,,,"58,603,084,270",,,,,,"-258,245,293"
[021820],,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,513,721,400",,,"2,379,253,917","15,186,449",,,,,,,,,"1,714,453,935",,,,,,,,,,,,,,,,,,,,,,"3,032,733,688",,,130,,,"10,837,811,945",,,,,,,,"433,569,459","1,009,410,797",,"200,732,535","128,520,816",,,"1,297,666,590","1,426,187,406",,,,"11,038,544,480",,,,,,
[036630],,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,464,374,766",,,"634,235,570","1,986,151,564",,,,,,,,,"23,578,851,945",,,,,,,,,,,,,,"22,114,477,179",,,,,,,,,,,-14,,,,,-14,,,,,,,"86,583,725",,,"3,743,341","3,660,841",,"-2,722,302,853","-2,726,046,194",,,,,,,,,,
[068270],,,,,,,,,,,,,,,,,,,,,,,,,,,"39,821,735,776",,,"50,706,264,663","54,377,717,981",,,,,,,,,"12,484,481,474",,,,,,,,,,,,,,,,,,,,,,,,,230,,,"29,436,499,010",,229,,,,,,"10,159,194,363","4,173,222,001",,"52,306,217,250","4,775,594,011",,,"25,388,716,085","30,164,310,096",,,,"81,742,716,260",,,,,,
[086980],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,102,398,255",,,"404,330,592","8,862",,,,,,,,,"1,874,098,684",,,,,,,,,,,,,,42,,,,,,,,,,,,,,"19,670,468,661",,,,,,,,,"127,555,236",,"3,976,496,939",,,,"2,634,275,221","2,634,275,221",,,,"23,646,965,600",,,,,,
[004970],,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,126,106,335",,,,,,,,,,,,,"13,459,075,975",,,,,,,,,,,,,,"3,763,866,691",,,,,,,,,,,14,,,"54,518,571,230",,,,,,,,,,,"12,332,969,640","-87,305,635",,,"217,092,116","129,786,481",,,,"66,851,540,870",,,,,,
[065350],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,663,293,782",,,"2,883,811,894","769,233,532",,,,,,,,,"4,228,004,283",,,,,,,,,,,,,,,,,,,,,,,,,134,,,"32,709,396,004",,,,,,,,"651,142,283","132,752,145",,"5,891,298,065","705,850,993",,,"2,553,631,013","3,259,482,006","2,553,631,013",,,"38,600,694,069",,,,,,
[104120],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,491,222,592",,,"479,727,941","344,016,354",,,,,,,,,"2,368,171,222",,,,,,,,,,,,,,"38,485,168",,,,,,,,,,"1,888,506,184",102,,,"29,322,869,737",,102,,,"521,418,620",,,"149,900,540","724,141,852",,"6,269,318,618","442,739,370",,,"1,796,921,289","2,239,660,659",,,,"35,592,188,355",,,,,,
[104110],,,,,,,,,,,,,,,,,,,,,,,,,,,"471,008,558",,,"217,449,975","133,410,120",,,,,,,,,"1,756,970,469",,,,,,,,,,,,,,0,,,,,,,,,,"2,181,185,234",34,,,"32,274,619,065",,33,,,,,,"262,454,365","535,960,400",,"4,922,378,571","232,695,553",,,"595,858,895","828,554,448",,,,"37,196,997,636",,,,,,
