,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[005420],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-318,370,601",,,,,,,,,,,,,"5,559,786,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-343,-343,"63,456,809,180",,,-343,-343,,,"6,634,778,299","2,012,481,659",,"5,241,416,005",,,"-4,853,412,933",,"-294,329,109","-4,559,083,824","-4,853,412,933","-4,853,412,933",,,"68,698,225,185",,,,,
[066310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"554,673,234",,,"493,779,905","467,093,584",,,,,,,,,"1,065,005,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,"4,151,690,137",,,,,,,"126,093,723","9,882,169",,"1,619,678,958","42,161,546",,"422,986,455",,0,"422,986,455","465,148,001",,,,"5,771,369,095",,,,,
[045520],,,,,,,,,,,,,,,,,,,,,,"119,838,154","41,976,848",,,,,,,,,"824,559,023",,,"73,252,934","7,755,130",,,,,,,,,"2,151,735,075",,,,,,,,,,,,,,,"4,067,000","14,657,000",,,,,,,,,,,,,,,,,141,,,"10,093,882,126",,141,,,,,"643,042,022","861,810,475",,"2,976,294,098","226,782,591",,"882,042,689",,,"882,042,689","1,108,825,280",,,,"13,070,176,224",,,,,
[009410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-749,852,061",,,"5,236,376,079","18,596,140,900",,,,,,,,,"37,340,005,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-403,,,"374,220,752,125",,-403,,,,,"9,020,273,358","5,514,348,049","-3,277,007,265","36,590,153,160","5,100,776,509",,,,"1,462,678,674","-27,456,004,639","-20,892,549,456","-25,993,325,965",,,"410,810,905,285",,,,,
[066700],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"515,178,366",,,"234,861,980","44,321,578",,,,,,,,,"7,094,047,169",,,,,,,,,,,,,,,,,,"197,458,003",,,,,,,,,,,,,,,31,,,"17,496,130,727",,31,,,,,"218,927,435","165,196,185",,"7,609,225,535",,,"837,896,697",,"-88,035,571","837,896,697","849,445,521","849,445,521","-11,548,824",,"25,105,356,262",,,,,
[131290],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,904,406,267",,,"131,442,497","404,978,722",,,,,,,,,"7,096,356,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-586,-586,,"27,062,491,663",,-587,-587,,,,"790,580,077","759,819,366",,"1,191,950,103","-65,780,267",,"-6,137,078,626",,"-97,118,403","-6,039,960,223","-6,202,858,893","-6,137,078,626",,,"28,254,441,766",,,,,"5,844,310"
[062860],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-200,147,120",,,"621,311,555","132,479,136",,,,,,,,,"5,350,121,473",,,,,,,,,,,,,,,,,,"1,068,901,999",,,,,,,,,,,,,,,-113,,,"14,355,781,899",,-113,,,,,"19,200,499","141,850,154",,"5,149,974,353",,,"-643,405,873",,"425,407,668","-1,068,813,541","-643,405,873",,,,"19,505,756,252",,,,,
[106240],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,328,562,132",,,"2,042,985,948","1,057,952,061",,,,,,,,,"6,829,222,706",,,,,,,-21,,,,-21,,,,,,,"-1,358,391,316",,,,,,,,,,,,,,,,,,"34,811,218,291",,,,,,,"1,704,162,623","205,512,552",,"10,157,784,838","-404,496,211",,"1,008,829,868",,"-1,240,358,654","2,249,188,522","2,771,717,395",,,,"44,969,003,129",,,,,
[091700],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,740,157,006",,,"13,790,457,646","15,173,287,121",,,,,,,,,"10,674,516,265",,,,,,,,,,,,,,,,,,"97,534,740",,,,,,,,,,,,,,,253,,,"208,319,317,568",,,,,,,"336,925,486","239,422,469",,"39,737,544,401","3,892,867,718",,"15,072,882,574",,"1,825,783,368","13,247,099,206","19,162,289,774",,,,"248,056,861,969",,,,,
[043370],,,,,,,,,"255,550,520,680",,,,,,,,,,,,,,,,,,,,,,,"13,124,395,546",,,"1,983,542,632","2,109,832,911",,,,,,,,,"22,739,650,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,,,"255,550,520,680",,,,,,,"5,953,143,074","4,391,336,950",,"35,864,045,981","4,557,239,260",,"8,761,870,536",,,"8,761,870,536","13,319,109,796",,,,"291,414,566,661",,,,"291,414,566,661","1,882,810,653"
[075130],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,731,065,142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,91,,,,"465,599,451",91,,,,"4,715,916,251","17,927,768","89,426,317",,,"701,672,134",,"1,283,597,740",,"535,500,664","748,097,076","1,985,269,874",,,,"9,975,897,555",,,,,
[013030],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,187,340,528",,,"1,296,415,050","1,446,821,909",,,,,,,,,"5,186,900,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,,,"29,641,189,487",,,,,,,"139,461,101","501,338,534",,"14,374,241,299","1,937,044,073",,"7,461,767,029",,"-49,063,204","7,510,830,233","9,398,811,102","7,461,767,029",,,"44,015,430,786",,,,,
[017890],,,,"660,696,670","17,574,538",,,"785,723,997","36,585,411,418","360,397,492","120,771,000","2,461,145","135,686,917","28,503,428","907,307,839",,,,,,"4,131,681","240,549,753","57,683,961",,,,,,,"5,934,277","2,165,832","6,036,031,862","1,208,000",,"23,212,303","84,626,977",,"70,864,849","6,441,480","8,558,755","128,363,568","860,455,261","19,603,524","32,862,242","3,609,914,487","1,133,000","36,035,437","63,011,466","22,335,120",,,,,,,,,,,"94,242,339","80,342,892",,,,"12,000,000","80,000,000",,,,,,,,,"2,123,440,943","3,465,000",,294,294,,"37,371,135,415",,294,294,,,,"731,374,760","563,806,994",,"9,645,946,349","1,883,917,582",,"6,046,572,783",,,"6,046,572,783","7,930,490,365","6,046,572,783",,,"47,017,081,764",,,"3,021,480,886","43,995,600,878","2,123,440,943"
[002390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158,335,182",,,"3,930,690,031","1,166,297,704",,,,,,,,,"29,468,515,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,"61,598,183,326",,22,,,,,"690,631,892","29,479,901",,"29,626,850,291","441,295,056",,"41,466,155",,"-236,135,322","277,601,477","482,761,211",,,,"91,225,033,617",,,,,"-1,778,814,307"
[099660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,761,960,439",,,"1,389,651,668","1,942,905,360",,,,,,,,,"3,577,186,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"18,353,831,399",,,,,,,"2,017,161,522","156,349,845",,"6,339,146,573","155,676,617",,"192,218,453",,"-19,811,736","212,030,189","347,895,070",,,,"24,692,977,972",,,,,
[018880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,848,311,066",,,,,,,,,,,,,"128,565,433,747",,,,,,,,,,,,,,,,,,"42,538,867,231",,,,,,,,,,,,,,,128,,,"1,194,721,055,927",,,,,,,,,,"233,413,744,813","31,847,008,107",,,,"3,802,744,917","68,517,818,176","104,167,571,200",,,,"1,428,134,800,740",,,,,"2,752,409,549"
[024740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"329,920,335",,,"1,378,602,958","870,531,634",,,,,,,,,"2,159,897,763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,"27,209,491,602",,-1,,,,,"737,312,670","22,062,537",,"2,489,818,098","25,659,422",,"97,082,104",,"113,992,749","-16,910,645","122,741,526",,,,"29,699,309,700",,,,,
[003300],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-380,615,295",,,"15,833,920,623","2,172,069,605",,,,,,,,,"26,979,870,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,293",,,"260,634,855,057",,"1,293",,,,,"1,912,226,225","1,954,153,960",,"26,599,255,074","3,321,261,058",,"10,018,917,586",,"1,050,939,439","8,967,978,147","13,340,178,644",,,,"287,234,110,131",,,,,"17,015,186"
[130660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,298,228,715",,,"143,198,604","5,817,994",,,,,,,,,"3,956,045,828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,177,,"58,680,697,297",,,,,,,"297,928,280","307,723,492",,"11,254,274,543","1,676,903,529",,"5,768,501,008",,,"5,768,501,008","7,445,404,537","5,768,501,008",,,"69,934,971,840",,,,,
[097230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,384,000,000",,,,,,,,,,,,,"28,888,000,000",,,,,,,,,,,,,,,,,,"-194,000,000",,,,,,,,,,,,,,,-216,,,"626,813,000,000",,-216,,,,,,"13,243,000,000",,"25,504,000,000","-6,739,000,000",,"-22,085,000,000",,"-18,000,000","-22,067,000,000","-28,824,000,000",,,,"652,317,000,000",,,,,
[003480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,621,000,000",,,"435,000,000","331,000,000",,,,,,,,,,,,,,,,86,,,,86,,,,,,,"-876,000,000",,,,,,"-3,109,000,000","2,233,000,000",,,,,,,,,,,,,,,,,,"1,634,000,000","493,000,000",,,"882,000,000",,"-7,416,000,000",,,,"-5,658,000,000",,,,,,,,,
[015540],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,417,376,672",,,,,,,,,,,,,"1,556,655,903",,,,,,,,,,,,,,,,"-350,352,662",,0,,,,,,,,,"-115,579,642",,,,,,,-984,,"18,302,196,941",,,-752,,,,,"-298,172,101",,"139,279,231","3,491,170",,"-2,850,596,712",,0,0,"-2,175,962,103","-2,179,453,273","-671,143,439",,"18,441,476,172",,,,,
[089470],,,,,,,,"2,580,095,584","172,561,816,371",,,,,,,,,,,,,,,,,,,,,,,"18,535,282,480",,,"1,111,778,420","21,608,572",,,,,,,,,"14,166,474,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,,"175,141,911,955",,423,,,,,"6,388,888,965","4,174,300,609",,"32,701,756,558","4,353,161,816",,"13,484,659,522",,,"13,484,659,522","17,837,821,338",,,,"207,843,668,513",,,"2,820,602,427","205,023,066,086","426,957,366"
[086280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192,468,439,649",,,"188,226,741,271","142,953,989,609",,,,,,,,,"101,374,524,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,780",,,"3,469,004,214,365",,,,,,,"14,808,516,694","8,052,484,862",,"293,842,964,218","61,112,380,761",,"179,289,982,841",,"28,470,410","179,261,512,431","240,402,363,602",,,,"3,762,847,178,583",,,,,"9,417,204,123"
[012330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"718,390,000,000",,,,,,,,,,,,,"579,610,000,000",,,,,,,,,,,,,,"8,381,000,000",,,,,"332,534,000,000",,,,,,,"305,503,000,000",,,,,,,"8,381",,,"8,041,501,000,000",,,,,,,,,,"1,298,000,000,000",,,"795,202,000,000",,"2,149,000,000","793,053,000,000","1,100,705,000,000",,,,"9,339,501,000,000",,,,,
[069960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,361,442,000",,,"8,006,816,000","5,735,220,000",,,,,,,,,"273,850,625,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"3,271",,,"82,338,739,000",,"3,271",,,,,"2,659,765,000","3,148,552,000",,"376,212,067,000","31,977,645,000",,"86,213,917,000",,"11,658,549,000","74,555,368,000","118,191,562,000",,,,"458,550,806,000",,,,,"13,069,737,000"
[012630],,,,,,"340,481,987,164",,"32,123,427,148","230,190,290,340",,,,,,,,,,,,,,,,,,,,,,,"85,819,169,128",,"28,404,979,653","13,729,716,375","22,900,769,011",,,,,,,,,"75,290,492,393",,,,,,,,,,"180,057,516,581",,,,,,,,"6,985,604,094",,,,,,,,,,,"211,390,461,190",,,,564,,,"818,935,192,529",,564,,,,,"16,822,728,664","11,867,679,605",,"161,109,661,521","19,191,440,444","54,779,864,388","48,518,503,186",,,,"67,709,943,630",,,,"980,044,854,050","382,321,589,316",,"35,121,821,341","285,518,261,710","-3,983,123,803"
[005380],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,342,391,000,000",,,"409,446,000,000","380,026,000,000",,,,,,,,,"2,896,881,000,000",,,,,,,"6,288",,,,"6,288",,,,,,,"81,099,000,000",,,,,,,,,,,,,,,,,,"18,111,352,000,000",,,,,,,"156,555,000,000","477,810,000,000",,"4,239,272,000,000","395,300,000,000",,"1,768,131,000,000",,,,"2,163,431,000,000",,,,"22,350,624,000,000",,,,,"470,365,000,000"
[011760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,654,736,176",,,"29,946,697,043","31,741,230,025",,,,,,,,,"18,515,237,888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,402,,"906,123,093,447",,,,,,,"11,841,762,246","10,970,506,931",,"29,169,974,064","4,877,202,322",,"5,312,782,090",,"28,012,918","5,284,769,172","10,189,984,412","5,312,782,090",,,"935,293,067,511",,,,,"2,201,036,533"
[008770],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,297,457,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,287,674",,,,,,,,"6,874,966,247",,,,,,,324,,,,,336,,,,"55,499,362,174",,,,,,,"12,622,778,540",,,"12,622,778,540","19,497,744,787",,,"474,353,719,681","888,927,169,096",,,,,
[064240],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,853,838,671",,,"607,290","486,242,490",,,,,,,,,"6,387,529,602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,"27,308,399,893",,163,,,,,"3,106,158,096","2,448,118,522",,"14,241,368,273","1,527,454,043",,"5,182,709,854",,0,"5,182,709,854","6,710,163,897",,,,"41,549,768,166",,,,,
[006060],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,776,402,416",,,,,,,,,,,,,"21,057,434,783",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,144,,,"178,167,317,958",,,,,,,,,,"32,833,837,199","2,467,116,107",,"7,934,852,057",,"30,446,722","7,904,405,335","10,401,968,164",,,,"211,001,155,157",,,,,
