,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[042420],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,111,312,672",,,"2,155,527,175","700,584,885",,,,,,,,,"21,259,576,702",,,,,,,,,,,,,,,,,,"-1,749,021,621",,,,,,"-116,981,869","-49,421,927",,,,,,,,462,467,-5,"26,325,615,396",,,,,,,"952,430,932","2,814,982,332",,"33,370,889,374","3,903,437,567",,"9,609,943,378",,"5,457,581,735","4,152,361,643","13,679,784,741","9,776,347,174","-166,403,796",,"59,696,504,770",,,,,
[090350],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,303,739,036",,,"430,489,495","234,459,872",,,,,,,,,"22,341,801,042",,,,,,,,,,,,,,152,,,,"10,158,746",,,,,,,,,,,,,,,,,,"76,664,419,302",,,,,,,"2,526,482,201","1,264,136,569",,"27,645,540,078","1,198,739,505",,"3,089,240,034",,0,"3,089,240,034","4,287,979,539",,,,"104,309,959,380",,,,,"60,715,258"
[000320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,549,068,703",,,"848,299,814","803,660,616",,,,,,,,,"40,113,102,989",,,,,,,,,,,,,,782,,,,0,,,,,,,,,,,,,,,781,,,"114,823,718,778",,,,,,,"3,626,817,359","2,135,521,822",,"44,662,171,692","1,117,960,508",,"11,169,185,719",,"3,031,488,794","8,137,696,925","12,287,146,227",,,,"159,485,890,470",,,,,
[004370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,410,995,581",,,"122,046,775,065","1,333,504,247",,,,,,,,,"148,497,582,547",,,,,,,,,,,,,,,,,,"24,866",,,,,,,,,,,,,,,,,,"387,227,039,460",,,,,,,"4,055,270,164","7,173,868,641",,"180,908,578,128","12,510,916,781",,"143,731,948,095",,"-56,451,109","143,788,399,204","156,242,864,876",,,,"568,135,617,588",,,,,
[054050],"172,420,435","11,907,375","3,317,293","404,542,236","42,519,294",,"9,551,251,871",,,"488,292,307","51,601,581","57,477,336","423,993,025","193,620,245","410,436,677",,,,"414,136,072","26,064,857","242,354,241","107,929,687","33,892,193","218,955,704",,,,,"6,000","573,923,459","28,534,712","7,324,054,368","2,740,078,799","2,106,032,146","1,014,124,388","354,357,252",,"214,204,449","4,459,382","108,280,524","17,405,212","2,948,512,356","18,017,969","133,548,369","9,486,365,582","33,303,693","261,557,294","143,318,442","238,937,209",,,,,,,,,,,"464,796,044","40,217,736",,397,,,"49,383,500","-5,699,122",,,,,,,,,"49,355,464",,,,,"11,657,284,017",,,,,,,"753,910,332","427,114,380",,"16,810,419,950","-1,990,417,462","2,680,982,272","5,666,608,090",,,,"7,657,025,552",,,,"28,467,703,967",,"25,786,721,695",,,
[064260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"626,981,988",,,"1,251,872,807","1,066,066,335",,,,,,,,,,,,,,,,,,,,,,,,,,,"118,242,264",,,,,,,,,,,,,,,24,,,"29,809,814,425",,,,,,,"793,771,831","264,458,360",,,"258,882,006",,"-93,649,281",,"-885,241,093","791,591,812","165,232,725",,,,"30,436,796,413",,,,,
[019680],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,700,806,501",,,"8,514,760,491","3,823,115,809",,,,,,,,,"31,842,967,441",,,,,,,,,,,,,,134,,,,"937,565,248",,,,,,,,,,,,,,,,,,"167,606,224,635",,,,,,,"339,781,831","625,734,126",,"41,543,773,942","3,360,375,100",,"12,255,593,626",,"104,103,720","12,151,489,906","15,615,968,726",,,,"209,149,998,577",,,,,
[006370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-633,830,656",,,"111,044,626","190,628,144",,,,,,,,,,,,,,,,,,,,,,,,,,,"36,882,344,308",,,,,,,,,,,,,,,-43,,,,,-43,,,,,"115,939,045","673,454,264",,,"180,016,850",,"-335,915,805",,"-5,877,736","-330,038,069","-155,898,955",,,,,,,,,
[000210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,775,867,107",,,"41,092,288,590","92,372,591,831",,,,,,,,,"130,675,141,296",,,,,,,,,,,,,,597,,,,,,,,,,,,,,,,,,,585,,,"2,032,258,155,782",,585,,,,,"30,546,160,154","15,100,805,469",,"221,451,008,403","39,101,868,063",,"31,037,074,480",,"8,414,671,160","22,622,403,320","70,138,942,543",,,,"2,253,709,164,185",,,,,"46,088,733,362"
[078140],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,522,439,379",,,"105,651,557","98,761,058",,,,,,,,,"2,059,160,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,"12,848,215,501",,175,,,,,"19,375,861","84,050,010",,"4,581,599,553","475,329,831",,"2,045,175,243",,"107,825,974","1,937,349,269","2,520,505,074",,,,"17,429,815,054",,,,,"-73,498,953"
[005620],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,595,636,259",,,"15,330,587,668",,,,,,,,,,"34,264,537,562",,,,,,,,,,,,,,-63,,,,"-5,933,113,329",,,,,,,,,,,,,,,,,,"191,836,873,657",,,,,,,,"593,367,045",,"32,668,901,303",,,,,,,"-23,120,464,640",,,,,,,,,
[045390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,448,410,301",,,"217,193,393","395,808,039",,,,,,,,,"3,648,301,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,"14,164,692,647",,28,,,,,,"144,520,638",,"6,096,711,593","414,977,897",,"1,999,338,396",,"-34,160,355","2,033,498,751","2,414,316,293",,,,"20,261,404,240",,,,,
[047040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,607,054,291",,,"208,582,474,991","273,579,967,385",,,,,,,,,"96,430,366,763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17,,,"2,380,856,873,244",,-17,,,,,"23,708,868,530","5,896,493,683",,"178,037,421,054","3,574,687,608",,"-7,474,958,029",,"-447,827,193","-7,027,130,836","-3,900,270,421",,,,"2,558,894,294,298",,,,,"-2,697,457,471"
[042660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,178,805,005",,,"279,113,394,451","214,448,186,756",,,,,,,,,"40,723,082,565",,,,,,,,,,,,,,,,,,"236,705,546,101",,,,,,,,,,,,,,"44,843,139,234",,,,"3,411,640,811,257",,,,,,,"24,735,906,075","12,469,695,386",,"252,890,168,050","40,263,614,662",,"185,463,455,385",,"21,597,375,083","163,866,080,302","225,727,070,047","185,463,455,385",,,"3,664,530,979,307",,,,,
[000430],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,127,801,310",,,,,,,,,,,,,"18,847,920,106",,,,,,,,,,,,,,,,,,"475,364,164",,,,,,,,,,,,,,,104,,,"227,580,040,975",,,,,,,,,,"30,975,721,416","1,912,807,055",,"8,268,939,650",,"1,804,454,011","6,464,485,639","10,181,746,705",,,,"258,555,762,391",,,,,
[005710],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,549,259,035",,,"5,953,245,924","3,988,552,003",,,,,,,,,"7,390,592,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,,,"163,668,700,431",,553,,,,,"83,313,661","726,052,417",,"18,939,851,372","3,236,509,412",,"11,071,706,234",,,,"14,308,215,646",,,,"182,608,551,803",,,,,"151,523,934"
[100130],,,,,,"10,746,281,786",,,"61,438,212,022",,,,,,,,,,,,,,,,,,,,,,,"9,105,465,661",,"2,268,724,461","3,227,097,416","2,930,032,022",,,,,,,,,"4,928,034,759",,,,,,,,,,,,,,,,,,"-170,458,832",,,,,"82,565,502",,,,,,,,,,130,,,"74,453,218,269",,,,,,,"349,403,840","334,383,890",,"14,033,500,420","2,084,388,015","118,174,521","7,444,585,276",,,"7,362,019,774","9,699,432,123",,,,"88,486,718,689","11,739,613,826",,,"76,628,930,342","311,921,018"
[005160],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,569,234,982",,,"331,977,160","395,642,669",,,,,,,,,"10,728,742,428",,,,,,,,,,,,,,,,,,"-170,458,832",,,,,,,,,"3,285,495,610",,,,,,134,,,,,128,,,,,,"3,992,498,354",,"25,297,977,410","4,163,364,998",,,,,,"13,959,154,107","9,625,330,277",,,,,,,,
[001230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,094,421,000",,,,,,,,,,,,,"87,729,083,000",,,,,,,13,,,,13,,,,,,,"3,042,191,000",,,,,,"1,788,385,000","1,253,806,000",,,,,,,,,,,"970,013,231,000",,,,,,,,,,"139,823,504,000","12,497,134,000",,"84,833,686,000",,"3,499,210,000","81,334,476,000","94,288,629,000",,,,"1,109,836,735,000",,,,,
[000990],"48,623,187","2,615,425,768",,"1,473,119,211","58,418,512",,,"115,530,987,427",,"204,487,926",,0,"869,784,423","312,322,996","242,920,954","993,936,783","2,665,670,008",,,0,"29,828,530","11,087,129,761","484,142,945",,,"2,863,421,052","1,256,512,258",,"52,111,799","395,152,874","56,718,957","40,707,488,015","13,715,764,887",,"4,080,297,165","7,219,466,727",,"867,479,902","66,019,501","489,436,370","28,208,708","5,361,182,360","48,440,594","225,327,022","27,637,837,244","215,770,668","138,023,738",,"31,510,928",,0,,,,,,,,629,0,"184,501,204",,"23,091,316",,0,0,,,,,,,,,,0,,629,,,"115,530,987,427",,,,,,,"11,971,548,678","2,546,074,446",,"68,345,325,259","-5,698,323,874","3,620,684,806","27,240,935,047",,,"27,240,935,047","21,542,611,173","27,240,935,047",,,"183,876,312,686",,,"180,255,627,880",,"64,069,427"
[001520],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,397,238,317",,,"12,795,140,340","418,151,341",,,,,,,,,"13,186,397,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,166,453,163",,,,,,,"1,718,128,714","3,290,418,122",,"10,789,159,207","2,808,235,759",,"8,736,465,846",,"-301,415,762","9,037,881,608","11,544,701,605","8,736,465,846",,,"95,955,612,370",,,,,"-7,338,485"
[084670],,,,,,,,"25,970,804,704",,,,,,,,,,,,,,,,,,,,,,,,"3,961,334,910",,"263,354,210","411,353,895","18,935,089",,,,,,,,,"3,485,098,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,327",,,"26,234,158,914",,"1,327",,,,,"625,830,574","800,066,169",,"7,446,433,236","1,019,695,181","1,059,808,563","3,508,294,130",,"-9,791,305","3,518,085,435","4,527,989,311","3,508,294,130",0,,"33,680,592,150",,,"32,620,783,587",,
[030790],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,025,507,656",,,"642,369,309","6,111,521",,,,,,,,,"3,365,601,785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,"22,029,409,598",,-6,,,,,"295,161,853","358,398,141",,"2,340,094,129","-40,224,054",,"-285,789,526",,"29,990,561","-315,780,087","-326,013,580",,,,"24,369,503,727",,,,,
[001530],,,,,,,,,,,"139,699,700",,,,,,,,,,,"2,157,430,197","188,871,249",,,,,,,,,"-271,993,613",,,"1,129,044,286","1,404,914,212",,,,,,,,,"42,037,722,877",,,,,,,,,,,,,,,"10,587,180","4,739,060",,,,,,,,,,,,,,,,,"-3,233",,,"158,840,790,341",,,,,,,"5,983,338,650","3,588,113,346",,"41,765,729,264","2,178,059,056",,,,"117,129,718","-5,231,722,368","-2,936,533,594",,,,"200,606,519,605",,,,,"6,555,249"
[000150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251,648,945,275",,,"275,942,623,212","53,207,761,589",,,,,,,,,"427,900,199,182",,,,,,,"9,290","8,610",680,,"9,290","8,610",680,,,,,,,,,,,,,,,,,,,,"9,279",,,"3,029,425,550,967",,"9,279",,,,,"581,531,739,481","433,469,105,515",,"679,549,144,457","87,258,225,473",,"253,890,345,860",,"70,383,101,054","183,507,244,806","322,463,843,484","235,205,618,011","18,684,727,849",,"3,708,974,695,424",,,,,"-3,857,329,448"
[011160],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,982,136,557",,,"42,603,569,243","1,486,688,846",,,,,,,,,"19,858,906,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,672",-328,"-1,344","239,341,679,407",,"-1,672",-328,"-1,344",,,"33,895,045,503","2,052,139,461",,"35,841,043,389","13,033,987,450",,"-71,206,373,933",,0,"-71,206,373,933","19,962,756,872","6,928,769,422","-78,135,143,355",,"275,182,722,796",,,,,"-5,293,354,040"
[241560],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,929,695,000",,,"29,062,226,000","6,822,623,000",,,,,,,,,"127,597,063,000",,,,,,,,,,,,,,"565,000",,,,"7,984,589,000",,,,,,,,,,,,,,,,,,"762,267,830,000",,,,,,,"46,351,916,000","24,131,065,000",,"212,526,758,000","26,720,113,000",,,,,,"84,948,447,000",,,,"974,794,588,000",,,,,
[082740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,718,843,705",,,"112,776,548","570,263,845",,,,,,,,,"7,325,830,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,"156,382,159,725",,74,,,,,"37,998,026,071","33,848,022,318",,"9,044,673,794","-337,256,291",,"5,163,503,528",,,,"4,826,247,237","5,163,503,528",,,"165,426,833,519",,,,,"7,714,894,582"
[042670],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111,203,402,485",,,"37,207,486,192","7,268,930,580",,,,,,,,,"216,114,270,051",,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,"1,106,269,701,927",,,,,,,"138,200,858,999","92,934,647,700",,"327,317,672,536","25,451,242,577",,,,,,"95,875,746,798","70,424,504,221",,,"1,433,587,374,463",,,,,0
[034020],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,570,685,079",,,"55,802,809,938","25,418,417,972",,,,,,,,,"368,445,901,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,31,257,"2,584,959,225,483",,288,31,257,,,"539,854,975,624","408,375,892,840",,"589,016,586,748","40,682,940,084",,"89,760,685,014",,"58,170,490,527","31,590,194,487","114,997,289,378","74,314,349,294","15,446,335,720",,"3,173,975,812,231",,,,,"-4,478,704,883"
[003160],,,,,,,,,,,,,,,,,,,,,,"316,754,259","169,426,074",,,,,,,,,"426,239,374",,,"168,094,221","28,559,106",,,,,,,,,"6,150,979,080",,,,,,,,,,,,,,,"51,185,428","3,101,115",,"1,110,519,277",,,,,,,,,,,,,,,-2,-2,,"12,377,638,403",,-2,-2,,,,"523,957,773","347,412,070",,"7,687,737,731","-6,735,862",,"17,182,918",,"65,064,268","-47,881,350","23,918,780",,,,"20,065,376,134",,,,,"-365,310,006"
[101000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,780,899,065",,,"640,144,265","586,892,930",,,,,,,,,"1,052,035,782",,,,,,,,,,,,,,,,,,"-35,383,907",,,,,,,,,,,,,,,130,,,"29,717,017,485",,122,,,,,"428,099,913","11,219,173",,"4,832,934,847","25,957,674",,"3,355,928,079",,"95,850,316","3,260,077,763","3,381,885,753",,,,"34,549,952,332",,,,,
[171010],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,971,668",,,"180,610,060","76,507,256",,,,,,,,,"831,862,612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,,,"6,250,567,597",,,,,,,"420,925,185","168,372,371",,"914,834,280","10,586,151",,"-76,064,493",,0,"-76,064,493","-65,478,342",,,,"7,165,401,877",,,,,
[131100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,369,101,465",,,"353,076,951","129,401,830",,,,,,,,,"2,029,876,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-170,,,"9,404,006,143",,-170,,,,,"578,178,432","32,046,663",,"660,774,651",0,,"-2,106,719,024",,,"-2,106,719,024","-1,691,558,113","-1,691,558,113",,,"10,064,780,794",,,,,
[005990],,,,,,,,,,,,,,,,,,,,,,"268,700,668","274,249,684",,,,,,,,,"-5,374,598,981",,,"508,777,583","489,078,967",,,,,,,,,"45,960,226,343",,,,,,,,,,,,,,860,,,,"12,076,872,081",,,,,,,,,,,,,,,639,,,"63,395,462,524",,574,,,,,"268,700,668","274,249,684",,"40,585,627,362","-703,612,240",,"7,243,915,943",,"-815,418,614","8,059,334,557","-5,536,568,378",,,,"103,981,089,886",,,,,
[067280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,552,490,039","614,289,201",,,,"3,381,216",269,,,,,,,,,,,,,"24,670,895,966",,,,,,,,,,"14,950,605,525",,,"1,592,830,169",,,,,,,,"39,621,501,491",,,,,
[041920],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,753,648,810",,,"736,542,371","675,369,308",,,,,,,,,"2,428,855,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,,"7,455,992,826",,204,,,,,0,"27,792,562",,"4,182,504,180","264,280,244",,"1,578,334,191",,,"1,578,334,191","1,842,614,435",,,,"11,638,497,006",,,,,
[058110],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-569,186,405",,,"38,110,234","37,786,314",,,,,,,,,"1,259,004,731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104,,,"962,952,612",,-104,,,,,"66,833,308","53,366,052",,"689,818,326","-19,119,531",,"-563,210,210",,"-3,519,219","-559,690,991","-582,329,741",,,,"1,652,770,938",,,,,
[009680],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"729,949,960",,,"14,520,893,032","11,814,144",,,,,,,,,"4,261,246,446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,"43,203,417,618",,,,,,,"462,865,136","1,209,117,269",,"4,991,196,406","3,649,606,614",,"12,335,674,367",,,"12,335,674,367","15,985,280,981",,,,"48,194,614,024",,,,,
[033920],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,399,827,600",,,"2,175,519,227","4,874,594,460",,,,,,,,,"19,449,755,375",,,,,,,,,,,,,,,,,,"6,279,213",,,,,,,,,,,,,,,,,,"35,140,735,894",,,,,,,,,,"30,849,582,975","2,326,702,677",,"6,380,328,903",,,,"8,707,031,580",,,,"65,990,318,869",,,,,
[003000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,798,568,534",,,"15,525,364,332","820,380,087",,,,,,,,,"11,256,469,860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,720,310,653",414,,,"14,132,279,391",,414,,,,,"7,405,231","394,287,509",,"18,775,349,047","3,310,354,956",,"14,853,487,099",,0,"14,853,487,099","18,163,842,055",,,,"32,907,628,438",,,,,"273,406,998"
[014470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,403,195,915",,,"364,619,691","86,181,297",,,,,,,,,"10,134,732,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,0,"22,820,132,612",,,,,,,"960,920","111,601,262",,"11,537,928,509","1,569,319,623",,"941,807,260",,"13,292,219","928,515,041","2,511,126,883","941,807,260",,,"34,358,061,121",,,,,"718,852,232"
[018260],,,,,,,,,,,,,,,,,,,,,,"229,715,782","7,018,837,563",,,,,,,,,"124,506,733,090",,,"62,259,465,105","1,607,563,383",,,,,,,,,"190,538,564,292",,,,,,,,,,,,,,,"13,819,423,617","10,483,758,998",,,,,,,,,,,,,,,,,"1,653",,,"1,429,990,592,452",,"1,653",,,,,"28,781,620,273","31,460,058,215",,"315,045,297,382","52,352,015,592",,"136,062,592,451",,"8,212,753,053","127,849,839,398","188,414,608,043","136,062,592,451",,,"1,745,035,889,834",,,,,"577,535,289"
[028050],,,,,,,,,,,,,,,,,,,,,,"1,368,165,268","3,205,019,450",,,,,,,,,"26,590,638,795",,,"85,592,427,357","100,814,485,857",,,,,,,,,"88,932,059,024",,,,,,,,,,,,,,,"8,207,539,119","2,002,222,970",,"1,662,734",,,,,,,,,,,,,,,85,,,"1,358,588,631,764",,85,,,,,"24,794,962,961","22,106,424,345",,"115,522,697,819","1,487,583,062",,"8,321,203,287",,"-13,699,647","8,334,902,934","9,808,786,349",,,,"1,474,111,329,583",,,,,
[005930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,675,812,000,000",,,"702,593,000,000","338,636,000,000",,,,,,,,,"12,732,582,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,356",,,"30,373,858,000,000",,"36,356",,,,,"3,006,360,000,000","3,079,929,000,000",,"19,408,394,000,000","1,869,682,000,000",,"5,252,803,000,000",,"-10,703,000,000","5,263,506,000,000","7,122,485,000,000","5,252,803,000,000",,,"49,782,252,000,000",,,,,"9,147,000,000"
[010140],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,132,842,470",,,"568,154,019,380","566,767,693,495",,,,,,,,,"97,095,054,672",,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,81,,,"2,426,829,251,142",,81,,,,,"67,993,419,060","66,076,030,679",,"103,227,897,142","10,484,010,844",,"15,930,790,048",,"-709,485,159","16,640,275,207","5,446,779,204",,,,"2,530,057,148,284",,,,,"-155,000,770"
[002170],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,573,710,093",,,"238,154,447","195,128,163",,,,,,,,,"1,456,113,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,290",,,"43,076,934,062",,"1,290",,,,,"1,964,024,903","1,432,923,139",,"7,029,823,142","1,215,877,067",,"3,869,757,546",,,"3,869,757,546","5,085,634,613",,,,"50,106,757,204",,,,,
[003100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,240,415,987",,,"429,621,479","129,186,414",,,,,,,,,"2,861,195,893",,,,,,,,,,"70,147,101",,,,,,,,"625,471,368",,,,,,,,,,,"469,875,498",,,,434,,,"25,157,014,957",,434,,,,,"1,557,262,235","422,171,022",,"7,101,611,880","1,218,920,313",,"2,812,310,894",,"40,611,698","2,771,699,196","4,031,231,207","2,812,310,894",,,"32,258,626,837",,,,,
[091090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,052,307,873",,,"2,501,842,429","6,102,926,695",,,,,,,,,"4,201,447,997",,,,,,,,,,,,,,,,,,"801,447,382",,,,,,,,,,,,,,,-67,,,"63,042,989,398",,-67,,,,,"1,685,212,389","157,770,659",,"7,055,203,252","-136,997,952",,"-3,908,156,366",,,"-3,908,156,366","-4,045,154,318",,,,"70,098,192,650",,,,,"-968,936,195"
[021820],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,691,576,180",,,"1,092,359,592","760,288,296",,,,,,,,,"4,133,871,505",,,,,,,,,,,,,,,,,,"-422,686,757",,,,,,,,,,,,,,,-318,,,"64,066,942,646",,-318,,,,,"799,070,835","1,296,888,470",,"-1,557,704,675","35,758,519",,"-5,320,132,525",,"-2,137,750,120","-3,182,382,405","-5,284,374,006",,,,"62,509,237,971",,,,,
[036630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"502,015,956",,,"174,337,176","583,269,306",,,,,,,,,"48,939,500,492",,,,,,,,,,,,,,,,,,"49,441,516,448",,,,,,,,,,,,,,,2,,,,,2,,,,,"385,571,915","800,217,044",,,"-4,280,186",,"511,816,093",,,"511,816,093","507,535,907",,,,,,,,,"-193,048"
[108860],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-572,461,436",,,"183,590,019","192,671,385",,,,,,,,,"9,540,679,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23,,,,,-23,,,,,"264,833,298","184,804,113",,"8,968,218,132","-144,056,258",,"-517,515,729",,"-20,319,792","-497,195,937","-661,571,987",,,,,,,,,
