,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[100130],,,,,,"12,592,549,590",,,"42,956,556,257",,,,,,,,,,,,,,,,,,,,,,,"5,521,239,798",,"234,068,225","19,057,160,329","5,255,563,302",,,,,,,,,"1,668,844,939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,"55,783,174,072",,252,,,,,"13,182,463","230,478,859",,"7,190,084,737","4,581,829,265","426,340,984","14,070,727,040",,,"14,070,727,040","18,652,556,305",,,,"62,973,258,809","11,405,021,502",,,"51,141,896,323","-887,576,916"
[005160],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,882,423,377",,,"21,106,196,638","9,990,267,555",,,,,,,,,"9,989,882,429",,,,,,,,,,,,,,,,,,"-323,128,998",,,,,,,,,"6,078,074,709",,,,,,228,,,,,228,,,,,,"424,413,889",,"23,872,305,806","6,294,741,384",,,,,,"23,462,893,825","16,845,023,443",,,,,,,,
[001230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,656,443,000",,,,,,,,,,,,,"90,719,249,000",,,,,,,,,,,,,,,,,,"-185,119,058,000",,,,,,,,,,,,,,,"-2,732",,,"1,318,685,799,000",,"-2,732",,,,,,,,"168,375,692,000","-22,412,082,000",,"-249,847,483,000",,"5,293,286,000","-255,140,769,000","-272,259,565,000",,,,"1,487,061,491,000",,,,,
[000990],"102,936,389","2,824,732,252",,"1,374,005,302","62,534,084",,,"114,325,280,306",,"248,358,750",,"2,000,000","842,608,195","285,122,585","144,872,588","802,736,988","4,512,680,148",,,"445,620,588","33,787,135","11,565,631,483","306,427,807",,,"1,248,076,861","1,039,534,531",,"204,208,208","259,831,108","144,198,305","48,719,884,158","12,030,435,560",,"6,028,518,832","2,732,386,781",,"454,331,332","104,916,135","518,662,241","9,834,450","4,907,277,928","57,476,490","241,921,401","25,192,065,706","214,133,170","178,428,964",,"54,907,717",,0,,,,,,,,675,"503,845,069",,,0,,,0,,,,,,,,,,0,,728,,,"114,325,280,306",,,,,,,"17,941,928,247","1,066,494,318",,"73,911,949,864","187,472,632","6,220,952,872","31,299,307,045",,,"31,299,307,045","31,486,779,677","31,299,307,045",,,"188,237,230,170",,,"182,016,277,298",,"1,044,678,138"
[001520],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,067,703,666",,,"12,992,734,250","1,180,948,573",,,,,,,,,"7,096,904,214",,,,,,,,,,,,,,"1,890",,,,,,,,,,,,,,,,,,,,,,"76,849,809,848",,,,,,,"13,365,926,795","2,395,636,945",,"18,164,607,880","108,572,464,780",,"351,305,969,072",,"-7,291,781,529","358,597,750,601","11,904,191,959","-96,668,272,821","447,974,241,893",,"95,014,417,728",,,,,"-5,007,534"
[084670],,,,,,,,"26,314,054,841",,,,,,,,,,,,,,,,,,,,,,,,"5,887,408,560",,"345,055,653","1,474,377,656","88,742,787",,,,,,,,,"2,174,708,157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,969",,,"26,659,110,494",,"1,969",,,,,"740,340,489","197,359,846",,"8,062,116,717","1,509,723,304","1,071,285,345","5,220,339,482",,"-3,057,484","5,223,396,966","6,730,062,786","5,220,339,482",0,,"34,721,227,211",,,"33,649,941,866",,
[030790],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,357,161,280",,,"434,756,468","38,867,480",,,,,,,,,"3,762,999,741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,,,"26,111,692,278",,-90,,,,,"1,679,595,524","261,329,507",,"1,405,838,461","-503,213,254",,"-2,876,325,055",,"-17,070,971","-2,859,254,084","-3,379,538,309",,,,"27,517,530,739",,,,,
[001530],,,,,,,,,,,"114,737,689",,,,,,,,,,,"2,166,573,696","171,997,114",,,,,,,,,"1,839,160,066",,,"1,715,151,980","705,554,276",,,,,,,,,"40,369,256,287",,,,,,,,,,,,,,,"1,585,846",0,,,,,,,,,,,,,,,,,"-2,375",,,"138,474,228,780",,,,,,,"7,892,804,966","2,888,022,900",,"42,208,416,353","487,275,292",,,,"1,453,431,011","-3,844,724,100","-1,904,017,797",,,,"180,682,645,133",,,,,"252,006,499"
[000150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,327,546,681",,,"16,633,801,526","116,307,773,577",,,,,,,,,"516,601,756,453",,,,,,,"-3,774","-4,038",264,,"-3,774","-4,038",264,,,,,,,,,,,,,,,,,,,,"-3,774",,,"3,459,822,352,982",,"-3,774",,,,,"970,000,917,765","693,534,958,265",,"579,929,303,134","3,985,307,805",,"-348,330,307,638",,"-276,082,941,456","-72,247,366,182","-373,445,332,728","-377,430,640,533","29,100,332,895",,"4,039,751,656,116",,,,,"-60,632,947,858"
[011160],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,845,762,646",,,"10,962,522","7,427,167,943",,,,,,,,,"21,290,814,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,025","-1,115",90,"281,530,844,770",,"-1,025","-1,115",90,,,"47,148,443,527","1,352,725,444",,"13,445,052,056","473,092,436",,"-58,829,418,678",,,"-58,829,418,678","-63,552,900,847","-64,025,993,283","5,196,574,605",,"294,975,896,826",,,,,"-2,495,214,697"
[082740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-26,807,459,902",,,"319,279,617","1,627,310,917",,,,,,,,,"26,849,262,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-336,,,"165,968,057,385",,-336,,,,,"60,666,369,203","55,891,022,327",,"41,802,316","-8,190,021,587",,"-23,372,829,333",,,,"-31,562,850,920","-23,372,829,333",,,"166,009,859,701",,,,,"1,327,987,158"
[042670],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-15,475,723,294",,,"6,446,191,004","40,972,748,624",,,,,,,,,"290,148,333,092",,,,,,,,,,,,,,,,,,"-1,149",,,,,,,,,,,,,,,,,,"1,155,471,752,483",,,,,,,"265,203,938,798","126,273,208,082",,"274,672,609,798","13,236,582,077",,,,,,"-222,724,446,367","-235,961,028,444",,,"1,430,144,362,281",,,,,"-33,791,434,737"
[034020],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,065,934,702",,,"15,360,594,963","109,897,448,794",,,,,,,,,"459,390,211,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,093","-2,202",109,"2,944,367,049,331",,"-2,093","-2,202",109,,,"926,856,717,180","669,421,897,576",,"475,456,146,386","-7,404,039,148",,"-360,403,413,429",,"-156,571,971,918","-203,831,441,511","-397,138,729,984","-389,734,690,836","29,331,277,407",,"3,419,823,195,717",,,,,"-61,232,991,251"
[003160],,,,,,,,,,,,,,,,,,,,,,"285,938,633","190,799,229",,,,,,,,,"-279,838,836",,,"29,818,818","7,257,866",,,,,,,,,"6,242,474,383",,,,,,,,,,,,,,,"101,440,346",,,"1,177,659,508",,,,,,,,,,,,,,,13,13,,"17,582,438,074",,13,13,,,,"474,826,131","805,280,856",,"7,140,295,055","98,428,554",,"331,297,369",,"-54,669,604","385,966,973","429,725,923","331,297,369",,,"24,722,733,129",,,,,"356,549,082"
[101000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,843,393,522",,,"-20,964,967","929,104,235",,,,,,,,,"2,329,557,146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,"26,309,088,029",,147,,,,,"468,432,334","44,137,516",,"6,172,950,668","249,584,552",,"2,219,444,950",,"347,396,063","1,872,048,887","2,469,029,502",,,,"32,482,038,697",,,,,
[171010],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,900,859",,,"202,505,879","15,331,097",,,,,,,,,"887,958,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,,,"5,776,154,913",,,,,,,"427,564,335","34,175,143",,"992,859,435",0,,"-101,313,551",,0,"-101,313,551","-101,313,551",,,,"6,769,014,348",,,,,
[131100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,708,600,634",,,"216,432,030","141,079,392",,,,,,,,,"2,619,496,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-196,,,"12,867,438,163",,-196,,,,,"688,817,357","24,974,281",,"910,895,558","-2,786,283",,"-2,294,304,789",,,"-2,294,304,789","-2,297,091,072","-2,294,304,789",,,"13,778,333,721",,,,,
[005990],,,,,,,,,,,,,,,,,,,,,,"1,368,613,806","792,982,515",,,,,,,,,"13,892,550,212",,,"4,601,653,811","1,836,568,633",,,,,,,,,"123,333,844,241",,,,,,,,,,,,,,,"132,317,065","145,693,694",,"292,422,821",,,,,,,,,,,,,,,860,,,"255,155,218,118",,769,,,,,"2,107,965,062","1,094,839,064",,"137,226,394,453","4,144,660,490",,"11,770,523,601",,"935,156,679","10,835,366,922","15,915,184,091",,,,"392,381,612,571",,,,,
[067280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,017,352,340","1,017,064,402",,,,"28,972,592",531,,,,,,,,,,,,,"20,957,661,486",,,,,,,,,,"13,023,707,637",,,"3,174,164,335",,,,,,,,"33,981,369,123",,,,,
[041920],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,703,977,613",,,"524,216,655","144,219,078",,,,,,,,,"2,160,719,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,"6,923,854,012",,258,,,,,"4,854,128","17,549,826",,"3,864,696,969","252,441,858",,"1,844,229,030",,,"1,844,229,030","2,096,670,888",,,,"10,788,550,981",,,,,
[058110],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-607,690,637",,,"23,104,061","8,578,382",,,,,,,,,"1,199,014,518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,,,"1,124,860,453",,342,,,,,"160,372,369","2,883,027,182",,"591,323,881","-487,851,775",,"1,641,638,080",,0,"1,641,638,080","2,129,489,855",,,,"1,716,184,334",,,,,
[009680],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,250,560,612",,,"477,603,209","29,693,542",,,,,,,,,"4,518,030,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,"44,078,245,604",,,,,,,"434,761,741","1,778,600,314",,"5,768,590,944","654,219,352",,"2,388,089,500",,,"2,388,089,500","3,042,308,852",,,,"49,846,836,548",,,,,
[033920],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,192,989,893",,,"-858,666,011","45,545,194,792",,,,,,,,,"18,480,331,041",,,,,,,,,,,,,,,,,,"59,166,463",,,,,,,,,,,,,,,,,,"38,698,662,411",,,,,,,,,,"34,673,320,934","-6,864,176,772",,"-23,287,527,675",,,,"-30,151,704,447",,,,"73,371,983,345",,,,,
[104200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,205,092,605",,,"48,246,544","5,401,262",,,,,,,,,,,,,,,,,,,,,,,,,,,"14,861,111,163",,,,,,,,,,,,,,,119,,,,,119,,,,,"13,223,496","296,453,497",,,"665,754,131",,"1,680,389,051",,,"1,680,389,051","2,346,143,182","1,680,389,051",,,"17,066,203,768",,,,,"-185,024,706"
[003000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,050,143,616",,,"6,743,665,241","55,303,570",,,,,,,,,"10,451,443,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,230,149,830",310,,,"15,220,615,873",,309,,,,,"1,022,889","280,569,753",,"20,731,736,537","3,068,508,121",,"10,070,849,206",,0,"10,070,849,206","13,139,357,327",,,,"35,952,352,410",,,,,"121,305,176"
[014470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"995,657,438",,,"363,719,757","71,034,300",,,,,,,,,"8,499,534,955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,"11,112","23,731,654,606",,,,,,,0,"96,106,841",,"9,495,192,393","82,260,087",,"255,659,491,187",,0,"255,659,491,187","1,384,449,736","1,302,189,649","254,357,301,538",,"33,226,846,999",,,,,0
[005610],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,750,708,793",,,"1,071,242,710","283,224,288",,,,,,,,,,,,,,,,,,,,,,,,,,,"-561,030,416",,,,,,,,,,,,,,"17,179,033,589",923,,,"293,465,370,994",,,,,,,"1,303,540,945","54,842,942",,"73,140,453,422","1,992,436,462",,"7,736,562,334",,"12,748,731","7,723,813,603","9,728,998,796","7,736,562,334",0,,"366,605,824,416",,,,,
[018260],,,,,,,,,,,,,,,,,,,,,,"357,289,277","6,968,633,255",,,,,,,,,"120,222,286,947",,,"17,451,651,510","5,554,713,532",,,,,,,,,"181,373,873,363",,,,,,,,,,,,,,,"2,963,912,715","14,160,735,399",,,,,,,,,,,,,,,,,"1,297",,,"1,572,118,017,266",,"1,297",,,,,"19,792,812,016","39,160,600,622",,"301,596,160,310","42,962,913,685",,"109,505,698,641",,"9,201,709,842","100,303,988,799","152,468,612,326","109,505,698,641",,,"1,873,714,177,576",,,,,"981,598,795"
[028050],,,,,,,,,,,,,,,,,,,,,,"7,254,283,125","2,695,897,077",,,,,,,,,"-1,512,729,539,413",,,"89,429,156,097","66,649,984,282",,,,,,,,,"95,433,131,812",,,,,,,,,,,,,,,"4,708,382,724","3,292,647,628",,"-221,926,317",,,,,,,,,,,,,,,"-36,019",,,"2,274,208,709,185",,"-36,019",,,,,"23,563,266,565","18,171,112,721",,"-1,417,296,407,601","-159,510,372,243",,"-1,334,226,199,991",,"-2,396,078,907","-1,331,830,121,084","-1,493,736,572,234",,,,"856,912,301,584",,,,,
[005930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,393,373,000,000",,,"320,297,000,000","404,293,000,000",,,,,,,,,"12,679,747,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,630",,,"31,609,452,000,000",,"35,629",,,,,"3,328,586,000,000","3,385,634,000,000",,"20,073,120,000,000","1,931,560,000,000",,"5,458,559,000,000",,"152,455,000,000","5,306,104,000,000","7,390,119,000,000","5,458,559,000,000",,,"51,682,572,000,000",,,,,"23,694,000,000"
[010140],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,979,439,021",,,"1,842,371,405,554","1,826,395,571,186",,,,,,,,,"213,103,294,501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107,,,"2,233,271,317,581",,-107,,,,,"207,879,581,332","168,704,867,734",,"203,123,855,480","-8,783,608,617",,"-25,028,191,826",,"-3,104,775,535","-21,923,416,291","-33,811,800,443",,,,"2,436,395,173,061",,,,,"-633,482,192"
[002170],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,992,008,593",,,"653,188,403","4,618,704,470",,,,,,,,,"1,493,993,531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-154,,,"45,690,983,780",,-154,,,,,"276,988,750","481,355,892",,"4,486,002,124","-307,147,496",,"-461,992,836",,,"-461,992,836","-769,140,332",,,,"50,176,985,904",,,,,
[003100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,151,631,569",,,"225,972,810","3,056,025",,,,,,,,,"3,135,309,385",,,,,,,,,,"72,494,199",,,,,,,,"677,163,001",,,,,,,,,,,"452,978,813",,,,-537,,,"24,664,117,911",,-537,,,,,"2,284,008,320","508,868,236",,"1,983,677,816","286,880,291",,"-3,382,597,505",,"43,120,068","-3,425,717,573","-2,026,691,867","-2,313,572,158","-1,069,025,347",,"26,647,795,727",,,,,
[091090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,969,499,851",,,"10,575,036,388","1,393,428,375",,,,,,,,,"5,539,809,105",,,,,,,,,,,,,,,,,,"939,006,145",,,,,,,,,,,,,,,186,,,"69,718,150,114",,180,,,,,"1,990,629,260","199,417,265",,"8,448,315,101","-100,726,997",,"8,474,549,779",,,"8,474,549,779","8,373,822,782",,,,"78,166,465,215",,,,,"-986,073,087"
[021820],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,821,378,836",,,"1,432,098,849","538,051,606",,,,,,,,,"7,052,342,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,747,933,008",,,,"1,139",,,"70,919,528,552",,"1,139",,,,,"450,914,018","1,962,156,057",,"23,873,721,139","2,850,216,319",,"16,547,510,166",,"5,162,278,731","11,385,231,435","19,397,726,485",,,,"94,793,249,691",,,,,"171,058,367"
[036630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131,266,600",,,"162,453,213","1,849,579,230",,,,,,,,,"44,489,887,259",,,,,,,,,,,,,,,,,,"44,621,153,859",,,,,,,,,,,,,,,-10,,,,,-10,,,,,"447,653,877","13,220,301",,,,,"-1,990,624,131",,,"-1,990,624,131","-1,990,624,131",,,,,,,,,"-331,138"
[108860],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-490,718,623",,,"202,766,499","114,306,019",,,,,,,,,"9,194,829,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23,,,,,-23,,,,,"147,325,268","221,875,214",,"8,704,110,475","-62,912,268",,"-390,620,465",,"112,153,008","-502,773,473","-327,708,197",,,,,,,,,
[068270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,133,800,307",,,"613,649,840","-9,436,724,991",,,,,,,,,"29,380,903,355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,,,"66,936,007,484",,499,,,,,"16,173,695,844","2,595,328,725",,"102,514,703,662","7,118,916,862",,"62,988,654,328",,"541,402,917","62,447,251,411","70,107,571,190",,,,"169,450,711,146",,,,,"501,763,171"
[086980],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,632,931,571",,,"-162,327,697",,,,,,,,,,"2,090,971,596",,,,,,,,,,,,,,148,,,,"-36,965,700",,,,,,,,,,,,,,,148,,,"55,444,051,541",,148,,,,,"-3,275,365","201,756,581",,"10,723,903,167",0,,"9,229,477,503",,"329,271","9,229,148,232","9,229,477,503","9,229,477,503",,,"66,167,954,708",,,,,
[004970],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"513,366,231",,,,,,,,,,,,,"11,977,338,394",,,,,,,,,,,,,,,,,,"9,263,128,544",,,,,,,,,,,,,,,598,,,"69,006,782,889",,,,,,,,,,"12,490,704,625","1,905,396,895",,"9,571,171,107",,403,"9,571,171,704","11,476,568,002",,,,"81,497,487,514",,,,,"2,332,846,508"
[065350],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,495,958,382",,,"2,792,751,719","2,499,571,346",,,,,,,,,"9,432,798,632",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,35,35,0,"82,918,010,918",,33,33,0,,,"2,373,785,658","239,695,531",,"11,523,319,522","479,926,040",,"175,122,588",,"-517,932,227","693,054,815","655,048,628","175,122,588",0,,"94,441,330,440",,,,,
[104110],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,586,622,029",,,"602,473,678","156,968,975",,,,,,,,,"1,918,317,102",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,"2,437,865,141",87,,,"46,190,245,268",,82,,,,,"638,484,882","612,897,888",,"6,643,398,873","475,891,733",,"1,622,910,493",,"85,043,255","1,537,867,238","2,098,802,226",,,,"52,833,644,141",,,,,"92,262,488"
[004170],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,088,401,247",,,"4,743,977,228","5,204,139,297",,,,,,,,,"332,211,258,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,032",,,"230,413,600,590",,"3,032",,,,,"33,598,216,918","33,949,132,494",,"370,299,659,437","11,505,740,997",,"33,028,770,838",,"3,200,014,910","29,828,755,928","44,534,511,835",,,,"600,713,260,027",,,,,"6,555,357,081"
[031430],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,760,945,834",,,"1,586,683,857","1,501,399,070",,,,,,,,,"109,172,279,013",,,,,,,,,,,,,,,,,,"1,935,337,353",,,,,,,,,,,,,,,-399,,,"122,615,336,674",,,,,,,"11,055,422,622","6,601,496,389",,"107,411,333,179","-1,277,489,427",,"-2,916,760,500",,"-70,180,563","-2,846,579,937","-4,194,249,927",,,,"230,026,669,853",,,,,
[056000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-746,194,365",,,"378,239,958","82,785,605",,,,,,,,,"1,275,093,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,019,201,831",,,,,,,"417,296,967","71,242,769",,"528,899,133",,,"-796,794,210",,,"-796,794,210","-796,794,210","-796,794,210",,,"3,548,100,964",,,,,
[108320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,514,414,901",,,"1,211,683,332","1,497,812,185",,,,,,,,,"15,542,717,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,,,"125,223,927,371",,881,,,,,"44,971,749","971,950,971",,"34,057,131,978","4,981,286,550",,"14,173,978,720",,,"14,173,978,720","19,155,265,270",,,,"159,281,059,349",,,,,
[003410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,058,286,547",,,"12,381,192,493","18,193,379,232",,,,,,,,,"44,858,543,704",,,,,,,,,,,,,,574,,,,,,,,,,,,,,,,,,,566,,,"417,211,318,986",,566,,,,,"10,158,017,450","242,237,340",,"112,916,830,251","3,525,110,991",,"46,224,523,570",,"131,596,863","46,092,926,707","49,749,634,561",,,,"530,128,149,237",,,,,"-2,580,685,137"
[010280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,302,474,355",,,"82,894,325","185,971,928",,,,,,,,,"5,828,673,459",,,,,,,,,,,,,,-97,,,,,,,,,,,,,,,,,,,,,,"40,930,861,331",,,,,,,"682,398,375","176,616,982",,"2,526,199,104",0,,"-3,911,333,351",,,"-3,911,333,351","-3,911,333,351",,,,"43,457,060,435",,,,,
[099190],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,059,647,159",,,,,,,,,,,,,"7,242,377,089",,,,,,,,,,,,,,,,,,"-128,890,040",,,,,,,,,,,,,,,230,,,"13,164,111,318",,229,,,,,,,,"12,302,024,248","788,765,747",,"3,046,350,322",,"-97,273,089","3,143,623,411","3,835,116,069",,,,"25,466,135,566",,,,,
[011090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,673,834,080",,,"205,361,692","36,321,136",,,,,,,,,"13,541,107,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,"60,338,890,559",,,,,,,"139,526,731","154,111,615",,"15,214,941,241","186,183,805",,"1,671,275,715",,"-37,134,126","1,708,409,841","1,857,459,520",,,,"75,553,831,800",,,,,
[031330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,899,538,091",,,"6,499,899,878","6,811,199,794",,,,,,,,,"4,826,824,358",,,,,,,,,,,,,,,,,,,,,,,,0,"12,616,290,977",,,,,,,,,95,65,"278,653,776,631",,,95,65,,,"1,403,779,396","11,747,509",,"14,726,362,449","2,221,317,462",,"12,616,290,977",,,,"9,695,732,821","7,474,415,359","5,141,875,618",,"293,380,139,080",,,,,"1,499,526,533"
[060540],"924,091","969,508",,"96,354,551","11,722,380",,,"2,412,432,393",,"48,538,344",,"1,160,000","50,151,166","82,069,650","476,550",,,,,,"34,140,236","174,545,282","88,497,028",,,,,,,"19,116,459","1,433,594","127,115,449","303,665,020",,"19,116,459","2,593,594",,"69,617,124","1,212,499","8,264,927","282,046","407,368,599","23,116,246","37,837,415","1,368,872,527","1,116,490","9,986,595","7,637,632","14,221,005",,,,,,"142,578,299",,,,,"-815,459","5,437,871",,"104,130,675",,,,,,,,,,,"324,554,914",,"3,374,092",,3,,,"4,331,089,541",,,,,,,"186,817,884","214,275,743",,"1,495,987,976","-66,965,498",,"104,130,675",,"56,752,201","47,378,474","171,096,173",,,,"5,827,077,517",,,"3,144,694,332",,
