,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[001120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,864,451,003",,,,,,,,,,,,,"129,232,861,576",,,,,,,,,,,,,,,,,,"12,357,783,872",,,,,,,,,,,,,,,-176,,,"3,458,639,828,786",,-176,,,,,,,,"159,097,312,579","11,033,207,326",,"513,847,726",,"7,303,298,135","-6,789,450,409","11,547,055,052",,,,"3,617,737,141,365",,,,,
[051900],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190,174,150,044",,,,,,,,,,,,,"595,716,450,133",,,,,,,,,,,,,,"7,852",,,,"1,666,418,220",,,,,,,,,,,,,,,"7,840",,,"600,931,950,525",,,,,,,"10,854,645,042","1,470,032,818",,"785,890,600,177","46,971,012,221",,"136,042,846,689",,"4,660,603,398","131,382,243,291","183,013,858,910",,,,"1,386,822,550,702",,,,,
[032640],,,,"1,349,496,000,000",,,,,,"404,497,000,000",,,,,,,,,,,,,,,,,,,,,,"172,120,000,000",,,"40,673,000,000","20,008,000,000",,,,,,"167,948,000,000",,,"1,921,941,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,"622,693,000,000",,,,,,,"55,731,000,000","10,269,000,000",,"2,094,061,000,000","33,826,000,000",,"113,564,000,000",,"-50,000,000","113,614,000,000","147,390,000,000",,,,"2,716,754,000,000",,,,,"67,000,000"
[011070],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,663,464,716",,,"45,607,689,529","60,500,295,162",,,,,,,,,"141,422,098,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,489,817,830",,,"1,005",,"1,356,758,408,680",,,"1,005",,,,"19,865,611,444","5,849,001,398",,"202,085,563,176","7,978,505,746",,"23,775,743,291",,,"23,775,743,291","31,754,249,037","23,775,743,291",,,"1,558,843,971,856",,,,,
[066570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"293,982,000,000",,,"666,419,000,000","854,450,000,000",,,,,,,,,"1,666,653,000,000",,,,,,,,,,,,,,"-1,000,000",,,,"339,387,000,000",,,,,,0,"-310,000,000",,,,,,,"359,351,000,000",464,465,-1,"10,769,940,000,000",,,,,,,"233,291,000,000","168,264,000,000",,"3,258,854,000,000","-14,173,000,000",,"124,750,000,000",,"41,046,000,000","83,704,000,000","110,887,000,000","125,060,000,000","-310,000,000",,"14,028,794,000,000",,,,,"69,963,000,000"
[108670],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,835,000,000",,,,,,,,,,,,,"149,230,000,000",,,,,,,,,,,,,,,,,,"607,000,000",,,,,,0,"-1,170,000,000",,,,,,,,,"3,505",-117,"501,416,000,000",,,"3,517",-117,,,,,,"196,065,000,000","7,642,000,000",,"33,692,000,000",,"-127,000,000","33,819,000,000","42,504,000,000","34,862,000,000","-1,170,000,000",,"697,481,000,000",,,,,
[051910],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"546,318,000,000",,,"161,951,000,000","243,292,000,000",,,,,,,,,"471,513,000,000",,,,,,,,,,,,,,"4,777,000,000",,,,,,,,,,,,,,,,,,,,,,"4,159,918,000,000",,,,,,,"80,202,000,000","41,265,000,000",,"1,017,831,000,000","97,310,000,000",,"342,369,000,000",,"-8,043,000,000","350,412,000,000","439,679,000,000",,,,"5,177,749,000,000",,,,,"13,639,000,000"
[010060],,"437,358,000",,"4,754,012,000",,,,"2,066,138,000","499,880,691,000","851,493,000",,,"2,241,480,000",,"12,069,079,000",,,,,,,,,,,,,,,,,"-30,744,642,000","6,594,512,000","334,499,000",,,,"1,346,551,000",,,,"13,814,139,000",,,"54,564,111,000",,"1,202,953,000",,,,,,,,"4,391,525,000",,,,,,,,"52,923,055,000",,,,,,,,,,,"3,715,869,000",,"11,664,749,000",,-993,,,"574,031,895,000",,"-2,158",,,,,,,,"23,819,469,000","-14,903,725,000","325,663,000","2,307,273,000",,"25,989,403,000","-23,682,130,000","-65,519,507,000","-50,615,782,000",,,"597,851,364,000",,,"1,112,792,000","512,642,916,000",
[017670],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,263,000,000",,,,,,,,,,,"4,261,360,000,000",,,,,,,,,,,,,,,,,,"-173,045,000,000",,,,,,,,,,"4,261,360,000,000",,,,,
[048770],,,,,,,,,,,0,"300,000",,,,"192,408,453","8,150,947",,0,0,,"292,574,203","11,535,884",,,"29,464,789","13,560,726",,0,"75,736,080","47,713,443","173,979,770",,,"365,563,234","91,038,958",,,,,,,,,,,,,,,,,,,,,,,,,,,"69,452,989",,"88,820,954",0,,,,,,,,,,,,18,,,,,,,,,,"292,574,203","11,535,884",,,"7,967,727",,"228,950,989",,"-311,433","229,262,422","236,918,716",,,,,,,,,
[009450],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,982,378,191",,,"8,675,310,083","5,059,355,429",,,,,,,,,"34,678,186,279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,,,"84,424,930,980",,386,,,,,"893,619,603","133,828,333",,"38,660,564,470","1,893,764,030",,"4,944,777,545",,"74,572,093","4,870,205,452","6,838,541,575",,,,"123,085,495,450",,,,,
[000050],"106,826,685","12,183,485",0,"10,709,106,201","20,320,388",,,,,"1,066,622,844",0,,"102,862,935","48,156,561","308,010,827","-106,246,222","1,176,965,290",,,"124,521,452","9,214,995","2,528,724,362","5,057,632",,,"1,679,369,355","1,791,562,168",,"6,877,221","90,786,556","23,812,104","9,218,169,827",,,"1,366,663,204","3,501,620,848",,"67,526,512",,"7,494,699","24,812,282","894,014,365","37,488,733","317,525,780","14,592,843,800",,"103,133,174","702,032,299","28,280,520",,,,,,"12,742,323,156",,,,,"915,127,579",0,,987,,0,,"-2,555,651",,,,,,,"165,355,787",,"11,656,596",,,,,"64,925,709,478",,,,,,,"3,443,851,941","5,057,632",,"23,811,013,627","904,006,198",,"2,704,328,205",,,,"3,608,334,403",,,,"88,736,723,105",,,,,
[013580],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,260,007,562",,,"1,361,641,098","1,660,667,646",,,,,,,,,"18,582,281,940",,,,,,,,,,,,,,,,,,"2,988,160",,,,,,,,,,,,,,,255,,,"343,875,629,566",,,,,,,"3,995,312,754","947,989,794",,"24,842,289,502","-711,666,783",,"2,341,182,311",,"155,394,337","2,185,787,974","3,052,849,094",,,,"368,717,919,068",,,,,
[011780],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,024,909,021",,,"26,464,311,239","15,420,853,917",,,,,,,,,"39,704,345,834",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,,,"879,027,190,670",,,,,,,"53,473,965,693","23,186,311,062",,"84,729,254,855","8,952,873,059",,"26,810,472,554",,"102,942,418","26,707,530,136","35,763,345,613",,,,"963,756,445,525",,,,,"9,982,633,901"
[000270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"677,503,000,000",,,"10,753,000,000",,,,,,,,,,"1,898,734,000,000",,,,,,,,,,,,,,,,"193,512,000,000",,,,"246,738,000,000",,,,,,,,,,,"682,221,000,000",,"1,372",,,"10,534,664,000,000",,,,,,,,"-1,807,000,000",,"2,576,237,000,000","160,420,000,000",,"550,072,000,000",,,,"710,492,000,000",,,,"13,110,901,000,000",,,,,"24,043,000,000"
[004270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,316,969,736",,,"35,614,113","-33,460,035",,,,,,,,,"4,273,700,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,"12,943,045,425",,,,,,,"4,278,658,472","3,297,443,199",,"5,590,670,639","112,976,048",,"284,698,312",,"146,934","284,551,378","397,674,360","284,698,312",,,"18,533,716,064",,,,,"-7,154,251"
[095660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,343,981,818",,,"320,580,883","410,550,586",,,,,,,,,"20,302,791,295",,,,,,,,,,,,,,,,,,,,,,,,,"-26,238,770",,,,,,,,,21,-1,"23,254,818,610",,,,,,,"1,148,133,413","2,348,852,571",,"25,646,773,113","3,899,562,848",,"176,473,710",,"-261,373,743","437,847,453","4,102,275,328","202,712,480","-26,238,770",,"48,901,591,723",,,,,"-2,352,455,945"
[042420],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,618,171,477",,,"382,178,158","445,597,555",,,,,,,,,"21,987,719,018",,,,,,,,,,,,,,,,,,"-2,352,455,945",,,,,,,"-7,798,020",,,,,,,,64,65,-1,"24,896,779,048",,,,,,,"585,185,467","2,804,219,718",,"26,605,890,495","3,752,182,774",,"642,908,842",,"65,978,213","576,930,629","4,421,330,386","669,147,612","-26,238,770",,"51,502,669,543",,,,,
[090350],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,138,365,419",,,"555,015,920","615,895,758",,,,,,,,,"21,781,794,097",,,,,,,,,,,,,,266,,,,"1,646,940,483",,,,,,,,,,,,,,,,,,"88,583,930,703",,,,,,,"2,925,938,039","1,579,504,725",,"31,920,159,516","1,657,074,889",,"5,427,036,895",,0,"5,427,036,895","7,084,111,784",,,,"120,504,090,219",,,,,0
[000320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,861,790,777",,,"1,027,679,686","829,815,187",,,,,,,,,"40,794,633,905",,,,,,,,,,,,,,,,,,632,,,,,,,,,,,,,,,,,,"126,549,836,094",,,,,,,"7,862,554,987","2,307,069,608",,"48,656,424,682","2,205,007,339",,"10,775,431,019",,"4,208,043,434","6,567,387,585","12,980,438,358",,,,"175,206,260,776",,,,,
[004370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,530,246,661",,,"4,218,364,557","663,283,914",,,,,,,,,"135,114,562,867",,,,,,,,,,,,,,,,,,"5,040",,,,,,,,,,,,,,,,,,"373,332,426,624",,,,,,,"7,754,309,401","4,997,384,612",,"172,644,809,528","9,111,937,787",,"29,216,464,728",,"69,237,587","29,147,227,141","38,328,402,515",,,,"545,977,236,152",,,,,
[054050],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[064260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-814,456,214",,,"4,633,508,780","2,616,266,527",,,,,,,,,,,,,,,,,,,,,,,,,,,"-25,652,765",,,,,,,,,,,,,,,99,,,"30,941,774,387",,,,,,,"769,472,475","444,753,450",,,"-1,551,720,131",,"2,455,439,910",,"-765,848,691","3,221,288,601","903,719,779",,,,"30,127,318,173",,,,,
[019680],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,174,611,599",,,"3,025,482,644","6,754,973,820",,,,,,,,,"29,057,035,865",,,,,,,,,,,,,,57,,,,"-11,666,021",,,,,,,,,,,,,,,,,,"162,765,420,116",,,,,,,"388,949,514","699,508,928",,"40,231,647,464","2,764,026,273",,"4,979,987,543",,"-234,186,103","5,214,173,646","7,744,013,816",,,,"202,997,067,580",,,,,
[006370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,184,450,398",,,"8,731,528,471","148,956,103",,,,,,,,,,,,,,,,,,,,,,,,,,,"39,480,995,079",,,,,,,,,,,,,,,906,,,,,906,,,,,"114,830,812","-1,003,595,423",,,"2,625,563,398",,"7,023,033,133",,"69,987,376","6,953,045,757","9,648,596,531",,,,,,,,,
[000210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,012,396,435",,,"63,328,701,177","86,906,079,182",,,,,,,,,"122,455,068,432",,,,,,,,,,,,,,"1,824",,,,,,,,,,,,,,,,,,,"1,812",,,"2,208,761,126,403",,"1,812",,,,,"24,499,790,006","143,334,431,817",,"190,467,464,867","142,141,156,595",,"72,731,414,114",,"2,759,707,820","69,971,706,294","214,872,570,709",,,,"2,399,228,591,270",,,,,"51,602,910,468"
[078140],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,314,050",,,"83,593,640","65,036,755",,,,,,,,,"1,697,560,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,"9,847,563,667",,140,,,,,"11,482,992","41,417,851",,"3,697,874,398","404,042,252",,"1,644,763,542",,"90,202,503","1,554,561,039","2,048,805,794",,,,"13,545,438,065",,,,,
[005620],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,769,777,812",,,"2,284,287,125","692,855,541",,,,,,,,,"30,456,668,129",,,,,,,,,,,,,,667,,,,"800,567,648",,,,"-3,692,670,260",,,,,,,,,,,,"-9,905",667,"193,104,755,406",,,,,,,"16,313,406,736","726,553,557",,"28,686,890,317","2,812,926,707",,"-16,581,082,686",,,,"-14,964,631,759","-17,777,558,466","1,196,475,780",,"221,791,645,723",,,,,
[045390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237,003,628",,,"171,344,850","-6,796,995",,,,,,,,,"3,376,694,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,"15,594,248,773",,8,,,,,-2,"120,899,641",,"3,613,698,139","-82,648,013",,"618,693,129",,,"618,693,129","536,045,116",,,,"19,207,946,912",,,,,
[047040],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,033,284,422",,,"108,900,433,702","167,534,608,430",,,,,,,,,"112,064,430,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,"2,333,247,558,262",,51,,,,,"23,864,523,788","4,837,251,900",,"232,097,714,434","8,161,739,233",,"20,723,370,045",,"-188,404,651","20,911,774,696","28,885,109,278",,,,"2,565,345,272,696",,,,,"-13,486,728,528"
[042660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-646,150,271,593",,,"696,346,720,596","1,257,498,325,490",,,,,,,,,"42,845,294,757",,,,,,,,,,,,,,-213,,,,"518,852,845,629",,,,,,,,,,,,,,"256,129,866,003",,,,"3,585,790,371,317",,,,,,,"115,296,655,613","4,989,588,752",,"-334,191,772,738","-332,050,871,121",,"-1,149,841,453,693",,"-2,800,962,647","-1,147,040,491,046","-1,441,638,215,907","-1,109,587,344,786","-40,254,108,907",,"3,251,598,598,579",,,,,
[000430],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,028,080,116",,,,,,,,,,,,,"19,754,763,751",,,,,,,,,,,,,,,,,,"170,492,125",,,,,,,,,,,,,,,94,,,"207,507,084,323",,,,,,,,,,"30,782,843,867","2,864,404,477",,"7,945,351,096",,"2,087,930,585","5,857,420,511","10,809,755,573",,,,"238,289,928,190",,,,,
[005710],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"264,071,874",,,"2,340,802,308","9,168,469,048",,,,,,,,,"6,080,740,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-257,,,"167,469,309,748",,-257,,,,,"105,309,059","827,029,825",,"6,344,812,015","-674,089,247",,"-4,687,951,395",,,,"-5,362,040,642",,,,"173,814,121,763",,,,,"479,833,458"
